TITLE,sample 4
DATA TYPE,ULTRAVIOLET SPECTRUM
ORIGIN,JASCO
OWNER,
DATE,25/11/14
TIME,15:39:35
SPECTROMETER/DATA SYSTEM,
LOCALE,1033
RESOLUTION,
DELTAX,-0.1
XUNITS,NANOMETERS
YUNITS,TRANSMITTANCE
FIRSTX, 1400.0000
LASTX,  300.0000
NPOINTS,   11001
FIRSTY,     0.01150
MAXY,   123.67454
MINY,    -0.00749
XYDATA
1400.0000,0.0114953
1399.9000,0.0064466
1399.8000,-0.000250351
1399.7000,0.00102799
1399.6000,0.00241129
1399.5000,-0.00244116
1399.4000,-0.00555618
1399.3000,-0.00482465
1399.2000,-0.0052967
1399.1000,0.00426902
1399.0000,0.00513922
1398.9000,0.00147297
1398.8000,0.00170291
1398.7000,-0.000552783
1398.6000,-0.00155512
1398.5000,-0.00129684
1398.4000,-0.0047991
1398.3000,-0.00552375
1398.2000,-0.000624845
1398.1000,0.00397705
1398.0000,-0.00293077
1397.9000,-0.00538079
1397.8000,-0.00748839
1397.7000,-0.0059083
1397.6000,-0.002697
1397.5000,0.00601766
1397.4000,0.00605203
1397.3000,0.0072854
1397.2000,0.0063875
1397.1000,-0.00200263
1397.0000,0.000845743
1396.9000,-0.0010724
1396.8000,0.00579062
1396.7000,0.0125351
1396.6000,0.011102
1396.5000,0.0126407
1396.4000,0.0142888
1396.3000,0.0162404
1396.2000,0.0217001
1396.1000,0.0215543
1396.0000,0.019138
1395.9000,0.0134475
1395.8000,0.012479
1395.7000,0.0100722
1395.6000,0.0147508
1395.5000,0.0175893
1395.4000,0.0217568
1395.3000,0.0165649
1395.2000,0.0171738
1395.1000,0.0207926
1395.0000,0.0185913
1394.9000,0.0120344
1394.8000,0.014717
1394.7000,0.0197555
1394.6000,0.0217296
1394.5000,0.0208844
1394.4000,0.0147382
1394.3000,0.0103534
1394.2000,0.0127954
1394.1000,0.00706242
1394.0000,0.00310586
1393.9000,0.0117608
1393.8000,0.0105708
1393.7000,0.00864499
1393.6000,0.0126574
1393.5000,0.00868885
1393.4000,0.00983994
1393.3000,0.0130997
1393.2000,0.00987051
1393.1000,0.00597865
1393.0000,0.0027347
1392.9000,0.00923214
1392.8000,0.00313116
1392.7000,0.00644875
1392.6000,0.012617
1392.5000,0.0159638
1392.4000,0.0106294
1392.3000,0.0139241
1392.2000,0.00877967
1392.1000,0.0105693
1392.0000,0.0175499
1391.9000,0.0185842
1391.8000,0.0116586
1391.7000,0.0135466
1391.6000,0.0149654
1391.5000,0.0109401
1391.4000,0.0119227
1391.3000,0.00981317
1391.2000,0.00826651
1391.1000,0.010215
1391.0000,0.0135094
1390.9000,0.016092
1390.8000,0.0175839
1390.7000,0.0138831
1390.6000,0.0113211
1390.5000,0.012212
1390.4000,0.00681152
1390.3000,0.00897228
1390.2000,0.0115061
1390.1000,0.0125572
