TITLE,sample 1
DATA TYPE,ULTRAVIOLET SPECTRUM
ORIGIN,JASCO
OWNER,
DATE,25/11/14
TIME,15:10:57
SPECTROMETER/DATA SYSTEM,
LOCALE,1033
RESOLUTION,
DELTAX,-0.1
XUNITS,NANOMETERS
YUNITS,TRANSMITTANCE
FIRSTX, 1400.0000
LASTX,  300.0000
NPOINTS,   11001
FIRSTY,    -0.01773
MAXY,   125.81147
MINY,    -0.04141
XYDATA
1400.0000,-0.0177346
1399.9000,-0.0149408
1399.8000,-0.0157459
1399.7000,-0.0203895
1399.6000,-0.0218736
1399.5000,-0.0221636
1399.4000,-0.0282296
1399.3000,-0.0247086
1399.2000,-0.0206325
1399.1000,-0.0299306
1399.0000,-0.0274123
1398.9000,-0.0235331
1398.8000,-0.0162446
1398.7000,-0.0153757
1398.6000,-0.0159649
1398.5000,-0.0172099
1398.4000,-0.0201651
1398.3000,-0.02384
1398.2000,-0.0295273
1398.1000,-0.0313444
1398.0000,-0.030561
1397.9000,-0.0299427
1397.8000,-0.0363588
1397.7000,-0.0414077
1397.6000,-0.0357349
1397.5000,-0.0257726
1397.4000,-0.0236676
1397.3000,-0.0218705
1397.2000,-0.0225072
1397.1000,-0.0292278
1397.0000,-0.0232922
1396.9000,-0.0217628
1396.8000,-0.0211527
1396.7000,-0.0211982
1396.6000,-0.0152096
1396.5000,-0.0136416
1396.4000,-0.0110809
1396.3000,-0.0146617
1396.2000,-0.0151201
1396.1000,-0.0122486
1396.0000,-0.00969568
1395.9000,-0.0070019
1395.8000,-0.00883987
1395.7000,-0.0100567
1395.6000,-0.0100449
1395.5000,-0.00731112
1395.4000,-0.00866138
1395.3000,-0.0102767
1395.2000,-0.0100234
1395.1000,-0.00955317
1395.0000,-0.00344831
1394.9000,-0.00186525
1394.8000,0.00049475
1394.7000,0.00602463
1394.6000,0.0115179
1394.5000,0.00590996
1394.4000,0.00276526
1394.3000,-0.0100893
1394.2000,-0.00671222
1394.1000,-0.00677775
1394.0000,-0.0143005
1393.9000,-0.00689586
1393.8000,-0.00749616
1393.7000,-0.0169058
1393.6000,-0.0119045
1393.5000,-0.00771617
1393.4000,-0.0125137
1393.3000,-0.014076
1393.2000,-0.0157924
1393.1000,-0.0196374
1393.0000,-0.00820391
1392.9000,-0.0054093
1392.8000,-0.00939421
1392.7000,-0.00569808
1392.6000,-0.00967515
1392.5000,-0.00702268
1392.4000,-0.00889471
1392.3000,-0.0145125
1392.2000,-0.0120962
1392.1000,-0.00629526
1392.0000,-0.00578353
1391.9000,-0.00425486
1391.8000,0.00145549
1391.7000,-0.000155853
1391.6000,-0.00446227
1391.5000,-0.00720094
1391.4000,-0.00949637
1391.3000,-0.00773531
1391.2000,-0.00612525
1391.1000,-0.00152439
1391.0000,-0.00687263
1390.9000,-0.00651974
1390.8000,0.00503282
