TITLE,sample 3
DATA TYPE,ULTRAVIOLET SPECTRUM
ORIGIN,JASCO
OWNER,
DATE,25/11/14
TIME,15:29:34
SPECTROMETER/DATA SYSTEM,
LOCALE,1033
RESOLUTION,
DELTAX,-0.1
XUNITS,NANOMETERS
YUNITS,TRANSMITTANCE
FIRSTX, 1400.0000
LASTX,  300.0000
NPOINTS,   11001
FIRSTY,     0.00971
MAXY,   127.01842
MINY,    -0.01692
XYDATA
1400.0000,0.00970568
1399.9000,0.0046881
1399.8000,0.00629512
1399.7000,0.00638038
1399.6000,0.00778439
1399.5000,0.00554515
1399.4000,0.00724006
1399.3000,0.00583143
1399.2000,0.00365515
1399.1000,0.00094424
1399.0000,-0.0101632
1398.9000,-0.00919259
1398.8000,-0.00863884
1398.7000,-0.00648617
1398.6000,-0.00491876
1398.5000,-0.00769586
1398.4000,-0.00631007
1398.3000,-0.000598232
1398.2000,0.00407346
1398.1000,-0.000497195
1398.0000,-0.00182217
1397.9000,-0.000354442
1397.8000,-0.0018374
1397.7000,-0.000624552
1397.6000,0.00287973
1397.5000,0.0114341
1397.4000,0.0149767
1397.3000,0.0149287
1397.2000,0.0136097
1397.1000,0.0147524
1397.0000,0.0129261
1396.9000,0.00761521
1396.8000,0.011438
1396.7000,0.0102539
1396.6000,0.0115998
1396.5000,0.00917977
1396.4000,0.00560317
1396.3000,0.00537262
1396.2000,0.00338758
1396.1000,0.00083772
1396.0000,0.00385414
1395.9000,0.0119429
1395.8000,0.0197965
1395.7000,0.0187757
1395.6000,0.0205137
1395.5000,0.0168604
1395.4000,0.0195183
1395.3000,0.0127568
1395.2000,0.0107387
1395.1000,0.00982894
1395.0000,0.0085408
1394.9000,0.0152682
1394.8000,0.0207795
1394.7000,0.0218954
1394.6000,0.01933
1394.5000,0.0216819
1394.4000,0.0188139
1394.3000,0.0198892
1394.2000,0.0206495
1394.1000,0.0172479
1394.0000,0.0126819
1393.9000,0.0120464
1393.8000,0.011658
1393.7000,0.00969833
1393.6000,0.00870062
1393.5000,0.00309453
1393.4000,0.00287651
1393.3000,0.00498094
1393.2000,0.00966316
1393.1000,0.015356
1393.0000,0.0147676
1392.9000,0.020577
1392.8000,0.0257468
1392.7000,0.0182449
1392.6000,0.00989591
1392.5000,0.00104733
1392.4000,-0.00319912
1392.3000,0.00110055
1392.2000,-0.00314801
1392.1000,0.00164984
1392.0000,0.00706703
1391.9000,0.00584827
1391.8000,0.00446794
1391.7000,0.000443046
1391.6000,-0.00274868
1391.5000,-0.00868542
1391.4000,-0.00452943
1391.3000,-0.0120823
1391.2000,-0.0121633
1391.1000,-0.0160451
1391.0000,-0.0165735
1390.9000,-0.0169217
1390.8000,-0.0103015
1390.7000,-0.0111349
1390.6000,-0.011598
1390.5000,-0.00678921
1390.4000,-0.0101396
1390.3000,-0.00970742
