TITLE,sample5
DATA TYPE,ULTRAVIOLET SPECTRUM
ORIGIN,JASCO
OWNER,
DATE,25/11/14
TIME,11:33:28
SPECTROMETER/DATA SYSTEM,
LOCALE,1033
RESOLUTION,
DELTAX,-0.1
XUNITS,NANOMETERS
YUNITS,TRANSMITTANCE
FIRSTX, 1400.0000
LASTX,  300.0000
NPOINTS,   11001
FIRSTY,     0.03103
MAXY,   122.64469
MINY,    -0.00432
XYDATA
1400.0000,0.0310278
1399.9000,0.030718
1399.8000,0.023797
1399.7000,0.0310426
1399.6000,0.034655
1399.5000,0.0358535
1399.4000,0.0326446
1399.3000,0.0274612
1399.2000,0.0255963
1399.1000,0.0249821
1399.0000,0.0233567
1398.9000,0.0224595
1398.8000,0.0263772
1398.7000,0.0230202
1398.6000,0.0174818
1398.5000,0.0202449
1398.4000,0.017995
1398.3000,0.0177887
1398.2000,0.0129685
1398.1000,0.0151261
1398.0000,0.0124844
1397.9000,0.00323506
1397.8000,-0.00250684
1397.7000,-0.00432191
1397.6000,0.00527807
1397.5000,0.00832711
1397.4000,0.0122731
1397.3000,0.0145468
1397.2000,0.0188649
1397.1000,0.0207889
1397.0000,0.0197751
1396.9000,0.0166094
1396.8000,0.0124398
1396.7000,0.0148873
1396.6000,0.0145802
1396.5000,0.0137795
1396.4000,0.0159823
1396.3000,0.0152908
1396.2000,0.024414
1396.1000,0.022211
1396.0000,0.0202937
1395.9000,0.0175266
1395.8000,0.0194695
1395.7000,0.0191195
1395.6000,0.0131376
1395.5000,0.0133989
1395.4000,0.0177291
1395.3000,0.016533
1395.2000,0.015606
1395.1000,0.015849
1395.0000,0.0159953
1394.9000,0.0206774
1394.8000,0.0229126
1394.7000,0.0258614
1394.6000,0.0255633
1394.5000,0.0217341
1394.4000,0.0186722
1394.3000,0.0207776
1394.2000,0.024811
1394.1000,0.0252345
1394.0000,0.0280345
1393.9000,0.0184527
1393.8000,0.0154687
1393.7000,0.019387
1393.6000,0.0251521
1393.5000,0.028292
1393.4000,0.0284483
1393.3000,0.0242405
1393.2000,0.0240801
1393.1000,0.0199104
1393.0000,0.0164325
1392.9000,0.0146743
1392.8000,0.0130854
1392.7000,0.0186544
1392.6000,0.0235039
1392.5000,0.0305482
1392.4000,0.0314562
1392.3000,0.0327922
1392.2000,0.0344748
1392.1000,0.0389375
1392.0000,0.0376683
1391.9000,0.0397307
1391.8000,0.0469238
1391.7000,0.0403039
1391.6000,0.039913
1391.5000,0.0443246
1391.4000,0.0471188
1391.3000,0.0490995
1391.2000,0.0464768
1391.1000,0.043412
1391.0000,0.0395186
1390.9000,0.0389417
1390.8000,0.0358417
1390.7000,0.0472981
1390.6000,0.0442883
1390.5000,0.047293
1390.4000,0.0518794
1390.3000,0.0448531
1390.2000,0.0452769
1390.1000,0.0439053
1390.0000,0.0457728
