TITLE,sample4
DATA TYPE,ULTRAVIOLET SPECTRUM
ORIGIN,JASCO
OWNER,
DATE,25/11/14
TIME,11:14:44
SPECTROMETER/DATA SYSTEM,
LOCALE,1033
RESOLUTION,
DELTAX,-0.1
XUNITS,NANOMETERS
YUNITS,TRANSMITTANCE
FIRSTX, 1400.0000
LASTX,  300.0000
NPOINTS,   11001
FIRSTY,     0.04210
MAXY,   123.84061
MINY,    -0.00062
XYDATA
1400.0000,0.0420994
1399.9000,0.0447699
1399.8000,0.0517715
1399.7000,0.0426261
1399.6000,0.040302
1399.5000,0.0432904
1399.4000,0.0398976
1399.3000,0.0466126
1399.2000,0.0327398
1399.1000,0.0261994
1399.0000,0.0295975
1398.9000,0.0280139
1398.8000,0.0259698
1398.7000,0.0248844
1398.6000,0.0280846
1398.5000,0.0340687
1398.4000,0.0333585
1398.3000,0.034821
1398.2000,0.0333031
1398.1000,0.0330037
1398.0000,0.0260313
1397.9000,0.0177363
1397.8000,0.0225101
1397.7000,0.0278889
1397.6000,0.0300959
1397.5000,0.0340573
1397.4000,0.0291583
1397.3000,0.0268469
1397.2000,0.021019
1397.1000,0.0217352
1397.0000,0.0233202
1396.9000,0.017142
1396.8000,0.0114741
1396.7000,0.0106655
1396.6000,-0.000617486
1396.5000,0.00458199
1396.4000,0.00292724
1396.3000,0.00691238
1396.2000,0.0124827
1396.1000,0.00361875
1396.0000,0.00383728
1395.9000,0.0126715
1395.8000,0.00869367
1395.7000,0.00177385
1395.6000,0.00362176
1395.5000,0.00894453
1395.4000,0.00945087
1395.3000,0.00783217
1395.2000,0.0149584
1395.1000,0.020076
1395.0000,0.0278326
1394.9000,0.029265
1394.8000,0.0265289
1394.7000,0.0291371
1394.6000,0.0269369
1394.5000,0.0283591
1394.4000,0.0299463
1394.3000,0.0263814
1394.2000,0.0306636
1394.1000,0.034161
1394.0000,0.0333566
1393.9000,0.0340926
1393.8000,0.0329275
1393.7000,0.0363065
1393.6000,0.0327276
1393.5000,0.0312607
1393.4000,0.0347714
1393.3000,0.0389428
1393.2000,0.0399158
1393.1000,0.0330093
1393.0000,0.028688
1392.9000,0.0316883
1392.8000,0.0361099
1392.7000,0.0302735
1392.6000,0.0308233
1392.5000,0.0356732
1392.4000,0.0365746
1392.3000,0.0358493
1392.2000,0.0327024
1392.1000,0.0328437
1392.0000,0.0315277
1391.9000,0.0276059
1391.8000,0.0178484
1391.7000,0.0186517
1391.6000,0.0195155
1391.5000,0.0216862
1391.4000,0.0188115
1391.3000,0.0166531
1391.2000,0.0168235
1391.1000,0.0156107
1391.0000,0.0155085
1390.9000,0.0171051
1390.8000,0.0180573
1390.7000,0.017188
1390.6000,0.0175062
1390.5000,0.0169269
1390.4000,0.0221572
1390.3000,0.0245616
1390.2000,0.0200469
1390.1000,0.0182899
1390.0000,0.0147357
