TITLE,sample3a
DATA TYPE,ULTRAVIOLET SPECTRUM
ORIGIN,JASCO
OWNER,
DATE,25/11/14
TIME,11:03:04
SPECTROMETER/DATA SYSTEM,
LOCALE,1033
RESOLUTION,
DELTAX,-0.1
XUNITS,NANOMETERS
YUNITS,TRANSMITTANCE
FIRSTX, 1400.0000
LASTX,  300.0000
NPOINTS,   11001
FIRSTY,     0.03998
MAXY,   125.24290
MINY,    -0.01736
XYDATA
1316.4000,23.1142
1316.3000,23.1874
1316.2000,23.2578
1316.1000,23.3252
1316.0000,23.3982
1315.9000,23.4705
1315.8000,23.5401
1315.7000,23.6116
1315.6000,23.6854
1315.5000,23.7619
1315.4000,23.8291
1315.3000,23.901
1315.2000,23.9643
1315.1000,24.0316
1315.0000,24.0986
1314.9000,24.1684
1314.8000,24.2387
1314.7000,24.3081
1314.6000,24.3795
1314.5000,24.4495
1314.4000,24.5178
1314.3000,24.5832
1314.2000,24.6595
1314.1000,24.7266
1314.0000,24.803
1313.9000,24.8687
1313.8000,24.9359
1313.7000,25.0125
1313.6000,25.0827
1313.5000,25.1558
1313.4000,25.2269
1313.3000,25.2975
1313.2000,25.3678
1313.1000,25.4366
1313.0000,25.5085
1312.9000,25.5807
1312.8000,25.6487
1312.7000,25.712
1312.6000,25.7828
1312.5000,25.8549
1312.4000,25.9215
1312.3000,25.9902
1312.2000,26.0597
1312.1000,26.13
1312.0000,26.2021
1311.9000,26.2729
1311.8000,26.3467
1311.7000,26.4188
1311.6000,26.4871
1311.5000,26.5564
1311.4000,26.6244
1311.3000,26.6957
1311.2000,26.7633
1311.1000,26.8366
1311.0000,26.9015
1310.9000,26.9671
1310.8000,27.0334
1310.7000,27.1094
1310.6000,27.1797
1310.5000,27.242
1310.4000,27.3041
1310.3000,27.369
1310.2000,27.4362
1310.1000,27.5026
1310.0000,27.5715
1309.9000,27.6368
1309.8000,27.702
1309.7000,27.7677
1309.6000,27.8339
1309.5000,27.9007
1309.4000,27.9669
1309.3000,28.0312
1309.2000,28.1007
1309.1000,28.1663
1309.0000,28.2335
1308.9000,28.2925
1308.8000,28.3573
1308.7000,28.4216
1308.6000,28.4861
1308.5000,28.5506
1308.4000,28.6151
1308.3000,28.6823
1308.2000,28.7441
1308.1000,28.8067
1308.0000,28.8738
1307.9000,28.9389
1307.8000,29.0036
1307.7000,29.073
1307.6000,29.1377
1307.5000,29.1976
1307.4000,29.2615
1307.3000,29.3265
1307.2000,29.3983
1307.1000,29.4587
1307.0000,29.5205
1306.9000,29.584
1306.8000,29.6487
1306.7000,29.7177
1306.6000,29.7784
1306.5000,29.8359
1306.4000,29.8944
1306.3000,29.963
1306.2000,30.0219
1306.1000,30.082
1306.0000,30.1447
1305.9000,30.2093
1305.8000,30.2703
1305.7000,30.3325
1305.6000,30.395
1305.5000,30.4512
1305.4000,30.5108
1305.3000,30.5743
1305.2000,30.6309
1305.1000,30.6914
1305.0000,30.7556
1304.9000,30.8191
1304.8000,30.8767
1304.7000,30.9365
1304.6000,30.9967
1304.5000,31.0542
1304.4000,31.1184
1304.3000,31.1764
1304.2000,31.237
1304.1000,31.2994
1304.0000,31.3538
1303.9000,31.4149
1303.8000,31.4732
1303.7000,31.5288
1303.6000,31.5851
1303.5000,31.6398
1303.4000,31.6976
1303.3000,31.7642
1303.2000,31.8275
1303.1000,31.8825
1303.0000,31.9448
1302.9000,32.002
1302.8000,32.0599
1302.7000,32.1143
1302.6000,32.1698
1302.5000,32.2295
1302.4000,32.2853
1302.3000,32.3479
1302.2000,32.4068
1302.1000,32.4589
1302.0000,32.5219
1301.9000,32.5745
1301.8000,32.6282
1301.7000,32.6838
1301.6000,32.7409
1301.5000,32.795
1301.4000,32.8511
1301.3000,32.9076
1301.2000,32.9573
1301.1000,33.0178
1301.0000,33.0696
1300.9000,33.1215
1300.8000,33.1787
1300.7000,33.2315
1300.6000,33.2859
1300.5000,33.3401
1300.4000,33.3947
1300.3000,33.4483
1300.2000,33.5
1300.1000,33.5434
1300.0000,33.5961
1299.9000,33.6552
1299.8000,33.7089
1299.7000,33.7638
1299.6000,33.8148
1299.5000,33.8669
1299.4000,33.9225
1299.3000,33.9693
1299.2000,34.0238
1299.1000,34.0729
1299.0000,34.1235
1298.9000,34.1808
1298.8000,34.2312
1298.7000,34.2825
1298.6000,34.3385
1298.5000,34.3866
1298.4000,34.436
1298.3000,34.4857
1298.2000,34.5336
1298.1000,34.5861
1298.0000,34.6395
1297.9000,34.6894
1297.8000,34.7422
1297.7000,34.7922
1297.6000,34.8399
1297.5000,34.8912
1297.4000,34.9406
1297.3000,34.9906
1297.2000,35.0377
1297.1000,35.088
1297.0000,35.138
1296.9000,35.1914
1296.8000,35.2348
1296.7000,35.2791
1296.6000,35.3207
1296.5000,35.3707
1296.4000,35.4154
1296.3000,35.4636
1296.2000,35.5101
1296.1000,35.5606
1296.0000,35.603
1295.9000,35.6549
1295.8000,35.7011
1295.7000,35.7432
1295.6000,35.7909
1295.5000,35.8412
1295.4000,35.8883
1295.3000,35.9356
1295.2000,35.9808
1295.1000,36.0279
1295.0000,36.0804
1294.9000,36.1238
1294.8000,36.1681
1294.7000,36.208
1294.6000,36.2476
1294.5000,36.2938
1294.4000,36.3387
1294.3000,36.3835
1294.2000,36.4312
1294.1000,36.4795
1294.0000,36.5244
1293.9000,36.564
1293.8000,36.6099
1293.7000,36.6548
1293.6000,36.7024
1293.5000,36.7438
1293.4000,36.7906
1293.3000,36.8292
1293.2000,36.8726
1293.1000,36.9185
1293.0000,36.9646
1292.9000,37.0097
1292.8000,37.0551
1292.7000,37.0951
1292.6000,37.1373
1292.5000,37.1781
1292.4000,37.2209
1292.3000,37.2611
1292.2000,37.2962
1292.1000,37.3354
1292.0000,37.3793
1291.9000,37.4201
1291.8000,37.4541
1291.7000,37.4937
1291.6000,37.5328
1291.5000,37.5753
1291.4000,37.6157
1291.3000,37.6538
1291.2000,37.6895
1291.1000,37.7309
1291.0000,37.7682
1290.9000,37.8036
1290.8000,37.8442
1290.7000,37.8863
1290.6000,37.9258
1290.5000,37.9615
1290.4000,37.9964
1290.3000,38.0368
1290.2000,38.0718
1290.1000,38.113
1290.0000,38.1534
1289.9000,38.1861
1289.8000,38.2225
1289.7000,38.2583
1289.6000,38.2919
1289.5000,38.3257
1289.4000,38.3633
1289.3000,38.3959
1289.2000,38.4314
1289.1000,38.4684
1289.0000,38.5059
1288.9000,38.5432
1288.8000,38.5797
1288.7000,38.6122
1288.6000,38.6456
1288.5000,38.6818
