TITLE,sample1
DATA TYPE,ULTRAVIOLET SPECTRUM
ORIGIN,JASCO
OWNER,
DATE,25/11/14
TIME,10:11:25
SPECTROMETER/DATA SYSTEM,
LOCALE,1033
RESOLUTION,
DELTAX,-0.1
XUNITS,NANOMETERS
YUNITS,TRANSMITTANCE
FIRSTX, 1400.0000
LASTX,  300.0000
NPOINTS,   11001
FIRSTY,     0.01180
MAXY,   119.13474
MINY,     0.00195
XYDATA
1400.0000,0.0117975
1399.9000,0.0181272
1399.8000,0.0234
1399.7000,0.0258954
1399.6000,0.0244207
1399.5000,0.0193239
1399.4000,0.0199064
1399.3000,0.0193691
1399.2000,0.018642
1399.1000,0.0213868
1399.0000,0.0249341
1398.9000,0.0206054
1398.8000,0.0270403
1398.7000,0.0301027
1398.6000,0.0244101
1398.5000,0.0200472
1398.4000,0.0217148
1398.3000,0.0203341
1398.2000,0.0218498
1398.1000,0.0248686
1398.0000,0.0189693
1397.9000,0.0117636
1397.8000,0.0118813
1397.7000,0.0303276
1397.6000,0.0220949
1397.5000,0.0193391
1397.4000,0.0175485
1397.3000,0.0152919
1397.2000,0.0140847
1397.1000,0.0136346
1397.0000,0.0114342
1396.9000,0.00791933
1396.8000,0.00772944
1396.7000,0.00523853
1396.6000,0.00685162
1396.5000,0.0102605
1396.4000,0.00755711
1396.3000,0.00657722
1396.2000,0.00680654
1396.1000,0.0112227
1396.0000,0.014491
1395.9000,0.0104909
1395.8000,0.00929033
1395.7000,0.0179172
1395.6000,0.019571
1395.5000,0.0130658
1395.4000,0.0169564
1395.3000,0.0249101
1395.2000,0.0230223
1395.1000,0.0216121
1395.0000,0.0179393
1394.9000,0.0195868
1394.8000,0.0253745
1394.7000,0.0319032
1394.6000,0.0358789
1394.5000,0.0251237
1394.4000,0.0284053
1394.3000,0.0338323
1394.2000,0.0424042
1394.1000,0.0418227
1394.0000,0.03827
1393.9000,0.0382026
1393.8000,0.0427811
1393.7000,0.0372226
1393.6000,0.0361687
1393.5000,0.0356258
1393.4000,0.0293875
1393.3000,0.0268999
1393.2000,0.0303953
1393.1000,0.0328063
1393.0000,0.0299852
1392.9000,0.0248024
1392.8000,0.0225274
1392.7000,0.0310415
1392.6000,0.030941
1392.5000,0.0266499
1392.4000,0.0258901
1392.3000,0.0348591
1392.2000,0.0317748
1392.1000,0.0254845
1392.0000,0.0298216
1391.9000,0.0298396
1391.8000,0.03481
1391.7000,0.0331478
1391.6000,0.029282
1391.5000,0.0233822
1391.4000,0.0210496
1391.3000,0.0256268
1391.2000,0.0331473
1391.1000,0.027982
1391.0000,0.0239426
1390.9000,0.0242232
1390.8000,0.0274033
1390.7000,0.0254122
1390.6000,0.0224024
1390.5000,0.0248515
1390.4000,0.0276214
1390.3000,0.0246847
1390.2000,0.0233612
1390.1000,0.0200124
1390.0000,0.0200019
