XYDATA,sample11.jws
580.7000,123.761
580.8000,123.755
580.9000,123.747
581.0000,123.739
581.1000,123.73
581.2000,123.719
581.3000,123.712
581.4000,123.699
581.5000,123.695
581.6000,123.69
581.7000,123.683
581.8000,123.677
581.9000,123.676
582.0000,123.67
582.1000,123.661
582.2000,123.656
582.3000,123.643
582.4000,123.635
582.5000,123.628
582.6000,123.621
582.7000,123.614
582.8000,123.608
582.9000,123.601
583.0000,123.602
583.1000,123.595
583.2000,123.589
583.3000,123.577
583.4000,123.571
583.5000,123.56
583.6000,123.546
583.7000,123.543
583.8000,123.536
583.9000,123.533
584.0000,123.52
584.1000,123.509
584.2000,123.494
584.3000,123.49
584.4000,123.48
584.5000,123.472
584.6000,123.463
584.7000,123.457
584.8000,123.449
584.9000,123.439
585.0000,123.429
585.1000,123.419
585.2000,123.413
585.3000,123.403
585.4000,123.397
585.5000,123.391
585.6000,123.384
585.7000,123.375
585.8000,123.37
585.9000,123.363
586.0000,123.353
586.1000,123.341
586.2000,123.331
586.3000,123.322
586.4000,123.319
586.5000,123.311
586.6000,123.307
586.7000,123.297
586.8000,123.289
586.9000,123.277
587.0000,123.265
587.1000,123.254
587.2000,123.252
587.3000,123.247
587.4000,123.243
587.5000,123.236
587.6000,123.224
587.7000,123.212
587.8000,123.209
587.9000,123.199
588.0000,123.189
588.1000,123.182
588.2000,123.176
588.3000,123.163
588.4000,123.154
588.5000,123.147
588.6000,123.13
588.7000,123.125
588.8000,123.117
588.9000,123.106
589.0000,123.099
589.1000,123.09
589.2000,123.084
589.3000,123.08
589.4000,123.069
589.5000,123.061
589.6000,123.048
589.7000,123.044
589.8000,123.03
589.9000,123.023
590.0000,123.017
590.1000,123.007
590.2000,123.002
590.3000,122.994
590.4000,122.981
590.5000,122.966
590.6000,122.956
590.7000,122.941
590.8000,122.935
590.9000,122.929
591.0000,122.916
591.1000,122.906
591.2000,122.894
591.3000,122.884
591.4000,122.875
591.5000,122.868
591.6000,122.856
591.7000,122.843
591.8000,122.84
591.9000,122.831
592.0000,122.822
592.1000,122.814
592.2000,122.804
592.3000,122.791
592.4000,122.778
592.5000,122.767
592.6000,122.761
592.7000,122.748
592.8000,122.738
592.9000,122.727
593.0000,122.72
593.1000,122.705
593.2000,122.695
593.3000,122.683
593.4000,122.672
593.5000,122.66
593.6000,122.646
593.7000,122.638
593.8000,122.63
593.9000,122.618
594.0000,122.613
594.1000,122.604
594.2000,122.597
594.3000,122.585
594.4000,122.576
594.5000,122.568
594.6000,122.557
594.7000,122.544
594.8000,122.534
594.9000,122.529
595.0000,122.518
595.1000,122.504
595.2000,122.492
595.3000,122.484
595.4000,122.475
595.5000,122.467
595.6000,122.459
595.7000,122.447
595.8000,122.434
595.9000,122.428
596.0000,122.413
596.1000,122.399
596.2000,122.389
596.3000,122.378
596.4000,122.361
596.5000,122.355
596.6000,122.34
596.7000,122.329
596.8000,122.321
596.9000,122.312
597.0000,122.299
597.1000,122.291
597.2000,122.281
597.3000,122.267
597.4000,122.249
597.5000,122.235
597.6000,122.225
597.7000,122.21
597.8000,122.195
597.9000,122.188
598.0000,122.178
598.1000,122.163
598.2000,122.15
598.3000,122.141
598.4000,122.13
598.5000,122.114
598.6000,122.096
598.7000,122.085
598.8000,122.074
598.9000,122.064
599.0000,122.056
599.1000,122.04
599.2000,122.031
599.3000,122.02
599.4000,122.004
599.5000,121.996
599.6000,121.994
599.7000,121.976
599.8000,121.966
599.9000,121.957
600.0000,121.947
600.1000,121.933
600.2000,121.919
600.3000,121.907
600.4000,121.896
600.5000,121.884
600.6000,121.874
600.7000,121.868
600.8000,121.853
600.9000,121.842
601.0000,121.837
601.1000,121.826
601.2000,121.811
601.3000,121.798
601.4000,121.79
601.5000,121.778
601.6000,121.765
601.7000,121.749
601.8000,121.741
601.9000,121.729
602.0000,121.711
602.1000,121.696
602.2000,121.681
602.3000,121.671
602.4000,121.656
602.5000,121.645
602.6000,121.637
602.7000,121.628
602.8000,121.609
602.9000,121.6
603.0000,121.587
603.1000,121.565
603.2000,121.551
603.3000,121.543
603.4000,121.53
603.5000,121.515
603.6000,121.502
603.7000,121.49
603.8000,121.485
603.9000,121.473
604.0000,121.463
604.1000,121.447
604.2000,121.43
604.3000,121.418
604.4000,121.407
604.5000,121.396
604.6000,121.384
604.7000,121.37
604.8000,121.354
604.9000,121.342
605.0000,121.33
605.1000,121.322
605.2000,121.317
605.3000,121.309
605.4000,121.298
605.5000,121.284
605.6000,121.273
605.7000,121.26
605.8000,121.247
605.9000,121.229
606.0000,121.217
606.1000,121.205
606.2000,121.191
606.3000,121.186
606.4000,121.177
606.5000,121.16
606.6000,121.149
606.7000,121.136
606.8000,121.12
606.9000,121.1
607.0000,121.081
607.1000,121.068
607.2000,121.055
607.3000,121.043
607.4000,121.03
607.5000,121.022
607.6000,121.008
607.7000,120.995
607.8000,120.981
607.9000,120.973
608.0000,120.961
608.1000,120.952
608.2000,120.937
608.3000,120.921
608.4000,120.904
608.5000,120.888
608.6000,120.878
608.7000,120.867
608.8000,120.86
608.9000,120.848
609.0000,120.83
609.1000,120.818
609.2000,120.809
609.3000,120.792
609.4000,120.78
609.5000,120.766
609.6000,120.751
609.7000,120.737
609.8000,120.731
609.9000,120.721
610.0000,120.706
610.1000,120.7
610.2000,120.691
610.3000,120.674
610.4000,120.665
610.5000,120.652
610.6000,120.642
610.7000,120.631
610.8000,120.615
610.9000,120.6
611.0000,120.584
611.1000,120.566
611.2000,120.552
611.3000,120.542
611.4000,120.53
611.5000,120.515
611.6000,120.505
611.7000,120.495
611.8000,120.479
611.9000,120.468
612.0000,120.451
612.1000,120.438
612.2000,120.428
612.3000,120.414
612.4000,120.402
612.5000,120.393
612.6000,120.38
612.7000,120.367
612.8000,120.349
612.9000,120.34
613.0000,120.315
613.1000,120.299
613.2000,120.29
613.3000,120.282
613.4000,120.266
613.5000,120.254
613.6000,120.235
613.7000,120.222
613.8000,120.202
613.9000,120.178
614.0000,120.167
614.1000,120.155
614.2000,120.141
614.3000,120.128
614.4000,120.111
614.5000,120.095
614.6000,120.08
614.7000,120.07
614.8000,120.054
614.9000,120.034
615.0000,120.017
615.1000,119.995
615.2000,119.98
615.3000,119.967
615.4000,119.952
615.5000,119.94
615.6000,119.92
615.7000,119.9
615.8000,119.885
615.9000,119.872
616.0000,119.866
616.1000,119.851
616.2000,119.843
616.3000,119.831
616.4000,119.813
616.5000,119.79
616.6000,119.774
616.7000,119.756
616.8000,119.742
616.9000,119.728
617.0000,119.722
617.1000,119.717
617.2000,119.698
617.3000,119.681
617.4000,119.663
617.5000,119.65
617.6000,119.644
617.7000,119.626
617.8000,119.606
617.9000,119.586
618.0000,119.571
618.1000,119.56
618.2000,119.545
618.3000,119.529
618.4000,119.516
618.5000,119.495
618.6000,119.477
618.7000,119.461
618.8000,119.45
618.9000,119.433
619.0000,119.421
619.1000,119.403
619.2000,119.379
619.3000,119.36
619.4000,119.342
619.5000,119.328
619.6000,119.311
619.7000,119.295
619.8000,119.279
619.9000,119.267
620.0000,119.256
620.1000,119.246
620.2000,119.233
620.3000,119.217
620.4000,119.207
620.5000,119.188
620.6000,119.167
620.7000,119.154
620.8000,119.134
620.9000,119.121
621.0000,119.106
621.1000,119.089
621.2000,119.072
621.3000,119.055
621.4000,119.035
621.5000,119.019
621.6000,118.996
621.7000,118.982
621.8000,118.963
621.9000,118.944
622.0000,118.927
622.1000,118.91
622.2000,118.888
622.3000,118.873
622.4000,118.858
622.5000,118.842
622.6000,118.823
622.7000,118.809
622.8000,118.794
622.9000,118.777
623.0000,118.751
623.1000,118.732
623.2000,118.714
623.3000,118.693
623.4000,118.676
623.5000,118.658
623.6000,118.637
623.7000,118.62
623.8000,118.605
623.9000,118.587
624.0000,118.573
624.1000,118.549
624.2000,118.535
624.3000,118.512
624.4000,118.493
624.5000,118.482
624.6000,118.464
624.7000,118.443
624.8000,118.426
624.9000,118.407
625.0000,118.39
625.1000,118.378
625.2000,118.362
625.3000,118.347
625.4000,118.332
625.5000,118.311
625.6000,118.294
625.7000,118.274
625.8000,118.26
625.9000,118.243
626.0000,118.22
626.1000,118.205
626.2000,118.195
626.3000,118.177
626.4000,118.158
626.5000,118.141
626.6000,118.12
626.7000,118.1
626.8000,118.084
626.9000,118.061
627.0000,118.039
627.1000,118.016
627.2000,117.993
627.3000,117.974
627.4000,117.958
627.5000,117.942
627.6000,117.927
627.7000,117.901
627.8000,117.879
627.9000,117.863
628.0000,117.839
628.1000,117.825
628.2000,117.808
628.3000,117.788
628.4000,117.765
628.5000,117.744
628.6000,117.727
628.7000,117.709
628.8000,117.69
628.9000,117.669
629.0000,117.648
629.1000,117.626
629.2000,117.611
629.3000,117.584
629.4000,117.559
629.5000,117.539
629.6000,117.521
629.7000,117.507
629.8000,117.485
629.9000,117.469
630.0000,117.447
630.1000,117.438
630.2000,117.419
630.3000,117.407
630.4000,117.392
630.5000,117.375
630.6000,117.351
630.7000,117.337
630.8000,117.314
630.9000,117.296
631.0000,117.277
631.1000,117.258
631.2000,117.245
631.3000,117.218
631.4000,117.203
631.5000,117.177
631.6000,117.16
631.7000,117.141
631.8000,117.118
631.9000,117.1
632.0000,117.076
632.1000,117.059
632.2000,117.042
632.3000,117.022
632.4000,117.003
632.5000,116.987
632.6000,116.97
632.7000,116.954
632.8000,116.938
632.9000,116.913
633.0000,116.897
633.1000,116.878
633.2000,116.859
633.3000,116.83
633.4000,116.808
633.5000,116.784
633.6000,116.764
633.7000,116.743
633.8000,116.726
633.9000,116.701
634.0000,116.684
634.1000,116.66
634.2000,116.648
634.3000,116.626
634.4000,116.604
634.5000,116.587
634.6000,116.56
634.7000,116.545
634.8000,116.525
634.9000,116.505
635.0000,116.483
635.1000,116.462
635.2000,116.444
635.3000,116.42
635.4000,116.402
635.5000,116.385
635.6000,116.362
635.7000,116.338
635.8000,116.318
635.9000,116.291
636.0000,116.269
636.1000,116.244
636.2000,116.219
636.3000,116.197
636.4000,116.177
636.5000,116.161
636.6000,116.142
636.7000,116.118
636.8000,116.092
636.9000,116.068
637.0000,116.039
637.1000,116.017
637.2000,115.988
637.3000,115.971
637.4000,115.945
637.5000,115.923
637.6000,115.907
637.7000,115.881
637.8000,115.864
637.9000,115.844
638.0000,115.823
638.1000,115.798
638.2000,115.776
638.3000,115.76
638.4000,115.736
638.5000,115.72
638.6000,115.695
638.7000,115.664
638.8000,115.637
638.9000,115.61
639.0000,115.588
639.1000,115.565
639.2000,115.537
639.3000,115.519
639.4000,115.495
639.5000,115.469
639.6000,115.448
639.7000,115.424
639.8000,115.401
639.9000,115.38
640.0000,115.364
640.1000,115.347
640.2000,115.328
640.3000,115.308
640.4000,115.289
640.5000,115.264
640.6000,115.244
640.7000,115.219
640.8000,115.192
640.9000,115.177
641.0000,115.15
641.1000,115.123
641.2000,115.103
641.3000,115.082
641.4000,115.06
641.5000,115.032
641.6000,115.008
641.7000,114.983
641.8000,114.962
641.9000,114.944
642.0000,114.928
642.1000,114.912
642.2000,114.89
642.3000,114.87
642.4000,114.848
642.5000,114.825
642.6000,114.801
642.7000,114.777
642.8000,114.752
642.9000,114.728
643.0000,114.705
643.1000,114.685
643.2000,114.659
643.3000,114.63
643.4000,114.606
643.5000,114.582
643.6000,114.56
643.7000,114.54
643.8000,114.519
643.9000,114.492
644.0000,114.469
644.1000,114.444
644.2000,114.424
644.3000,114.403
644.4000,114.376
644.5000,114.356
644.6000,114.337
644.7000,114.308
644.8000,114.285
644.9000,114.26
645.0000,114.232
645.1000,114.205
645.2000,114.179
645.3000,114.158
645.4000,114.132
645.5000,114.114
645.6000,114.095
645.7000,114.073
645.8000,114.055
645.9000,114.035
646.0000,114.008
646.1000,113.983
646.2000,113.956
646.3000,113.934
646.4000,113.914
646.5000,113.893
646.6000,113.87
646.7000,113.843
646.8000,113.819
646.9000,113.791
647.0000,113.759
647.1000,113.74
647.2000,113.713
647.3000,113.68
647.4000,113.657
647.5000,113.628
647.6000,113.605
647.7000,113.583
647.8000,113.551
647.9000,113.529
648.0000,113.506
648.1000,113.481
648.2000,113.458
648.3000,113.437
648.4000,113.411
648.5000,113.384
648.6000,113.361
648.7000,113.325
648.8000,113.299
648.9000,113.276
649.0000,113.252
649.1000,113.225
649.2000,113.201
649.3000,113.177
649.4000,113.155
649.5000,113.126
649.6000,113.098
649.7000,113.066
649.8000,113.038
649.9000,113.019
650.0000,112.994
650.1000,112.973
650.2000,112.945
650.3000,112.92
650.4000,112.899
650.5000,112.877
650.6000,112.85
650.7000,112.829
650.8000,112.799
650.9000,112.76
651.0000,112.737
651.1000,112.714
651.2000,112.684
651.3000,112.662
651.4000,112.637
651.5000,112.61
651.6000,112.583
651.7000,112.559
651.8000,112.533
651.9000,112.509
652.0000,112.48
652.1000,112.455
652.2000,112.425
652.3000,112.397
652.4000,112.369
652.5000,112.337
652.6000,112.305
652.7000,112.275
652.8000,112.247
652.9000,112.226
653.0000,112.201
653.1000,112.171
653.2000,112.142
653.3000,112.109
653.4000,112.085
653.5000,112.054
653.6000,112.026
653.7000,112.004
653.8000,111.974
653.9000,111.947
654.0000,111.921
654.1000,111.901
654.2000,111.871
654.3000,111.841
654.4000,111.816
654.5000,111.791
654.6000,111.762
654.7000,111.731
654.8000,111.704
654.9000,111.677
655.0000,111.652
655.1000,111.631
655.2000,111.604
655.3000,111.575
655.4000,111.544
655.5000,111.517
655.6000,111.49
655.7000,111.464
655.8000,111.448
655.9000,111.43
656.0000,111.407
656.1000,111.377
656.2000,111.355
656.3000,111.33
656.4000,111.301
656.5000,111.271
656.6000,111.249
656.7000,111.23
656.8000,111.202
656.9000,111.171
657.0000,111.144
657.1000,111.111
657.2000,111.084
657.3000,111.052
657.4000,111.022
657.5000,110.993
657.6000,110.963
657.7000,110.931
657.8000,110.905
657.9000,110.876
658.0000,110.853
658.1000,110.822
658.2000,110.788
658.3000,110.758
658.4000,110.729
658.5000,110.701
658.6000,110.674
658.7000,110.643
658.8000,110.618
658.9000,110.596
659.0000,110.563
659.1000,110.531
659.2000,110.497
659.3000,110.467
659.4000,110.442
659.5000,110.411
659.6000,110.388
659.7000,110.364
659.8000,110.333
659.9000,110.298
660.0000,110.265
660.1000,110.24
660.2000,110.212
660.3000,110.178
660.4000,110.149
660.5000,110.126
660.6000,110.106
660.7000,110.078
660.8000,110.05
660.9000,110.019
661.0000,109.992
661.1000,109.964
661.2000,109.93
661.3000,109.9
661.4000,109.873
661.5000,109.847
661.6000,109.817
661.7000,109.792
661.8000,109.757
661.9000,109.733
662.0000,109.7
662.1000,109.671
662.2000,109.64
662.3000,109.605
662.4000,109.578
662.5000,109.551
662.6000,109.515
662.7000,109.484
662.8000,109.453
662.9000,109.42
663.0000,109.391
663.1000,109.363
663.2000,109.34
663.3000,109.308
663.4000,109.276
663.5000,109.25
663.6000,109.223
663.7000,109.192
663.8000,109.157
663.9000,109.125
664.0000,109.098
664.1000,109.075
664.2000,109.042
664.3000,109.022
664.4000,108.994
664.5000,108.966
664.6000,108.939
664.7000,108.912
664.8000,108.883
664.9000,108.848
665.0000,108.827
665.1000,108.798
665.2000,108.774
665.3000,108.743
665.4000,108.714
665.5000,108.688
665.6000,108.661
665.7000,108.631
665.8000,108.609
665.9000,108.576
666.0000,108.546
666.1000,108.521
666.2000,108.491
666.3000,108.462
666.4000,108.427
666.5000,108.402
666.6000,108.375
666.7000,108.347
666.8000,108.313
666.9000,108.282
667.0000,108.257
667.1000,108.232
667.2000,108.203
667.3000,108.171
667.4000,108.141
667.5000,108.108
667.6000,108.078
667.7000,108.052
667.8000,108.022
667.9000,107.985
668.0000,107.951
668.1000,107.919
668.2000,107.889
668.3000,107.86
668.4000,107.83
668.5000,107.799
668.6000,107.762
668.7000,107.735
668.8000,107.706
668.9000,107.675
669.0000,107.637
669.1000,107.614
669.2000,107.583
669.3000,107.549
669.4000,107.518
669.5000,107.486
669.6000,107.457
669.7000,107.426
669.8000,107.401
669.9000,107.375
670.0000,107.35
670.1000,107.329
670.2000,107.294
670.3000,107.264
670.4000,107.235
670.5000,107.204
670.6000,107.177
670.7000,107.146
670.8000,107.118
670.9000,107.087
671.0000,107.059
671.1000,107.034
671.2000,107.008
671.3000,106.982
671.4000,106.95
671.5000,106.921
671.6000,106.895
671.7000,106.866
671.8000,106.845
671.9000,106.818
672.0000,106.788
672.1000,106.759
672.2000,106.731
672.3000,106.701
672.4000,106.671
672.5000,106.646
672.6000,106.615
672.7000,106.588
672.8000,106.562
672.9000,106.535
673.0000,106.501
673.1000,106.466
673.2000,106.438
673.3000,106.411
673.4000,106.388
673.5000,106.351
673.6000,106.319
673.7000,106.294
673.8000,106.262
673.9000,106.228
674.0000,106.193
674.1000,106.161
674.2000,106.126
674.3000,106.096
674.4000,106.062
674.5000,106.034
674.6000,106.007
674.7000,105.977
674.8000,105.943
674.9000,105.914
675.0000,105.884
675.1000,105.854
675.2000,105.823
675.3000,105.795
675.4000,105.759
675.5000,105.729
675.6000,105.705
675.7000,105.669
675.8000,105.638
675.9000,105.607
676.0000,105.577
676.1000,105.545
676.2000,105.514
676.3000,105.485
676.4000,105.452
676.5000,105.412
676.6000,105.376
676.7000,105.352
676.8000,105.328
676.9000,105.29
677.0000,105.256
677.1000,105.231
677.2000,105.202
677.3000,105.174
677.4000,105.145
677.5000,105.11
677.6000,105.076
677.7000,105.045
677.8000,105.015
677.9000,104.982
678.0000,104.944
678.1000,104.912
678.2000,104.881
678.3000,104.845
678.4000,104.815
678.5000,104.78
678.6000,104.754
678.7000,104.718
678.8000,104.677
678.9000,104.648
679.0000,104.615
679.1000,104.58
679.2000,104.548
679.3000,104.512
679.4000,104.483
679.5000,104.454
679.6000,104.422
679.7000,104.392
679.8000,104.363
679.9000,104.33
680.0000,104.294
680.1000,104.268
680.2000,104.243
680.3000,104.208
680.4000,104.176
680.5000,104.149
680.6000,104.117
680.7000,104.089
680.8000,104.065
680.9000,104.034
681.0000,104
681.1000,103.963
681.2000,103.939
681.3000,103.908
681.4000,103.87
681.5000,103.839
681.6000,103.807
681.7000,103.772
681.8000,103.741
681.9000,103.711
682.0000,103.688
682.1000,103.655
682.2000,103.624
682.3000,103.599
682.4000,103.569
682.5000,103.541
682.6000,103.506
682.7000,103.474
682.8000,103.442
682.9000,103.411
683.0000,103.38
683.1000,103.346
683.2000,103.315
683.3000,103.282
683.4000,103.246
683.5000,103.216
683.6000,103.189
683.7000,103.15
683.8000,103.12
683.9000,103.088
684.0000,103.058
684.1000,103.024
684.2000,102.996
684.3000,102.97
684.4000,102.936
684.5000,102.907
684.6000,102.883
684.7000,102.855
684.8000,102.824
684.9000,102.797
685.0000,102.766
685.1000,102.736
685.2000,102.699
685.3000,102.667
685.4000,102.643
685.5000,102.61
685.6000,102.579
685.7000,102.547
685.8000,102.517
685.9000,102.49
686.0000,102.456
686.1000,102.425
686.2000,102.392
686.3000,102.362
686.4000,102.331
686.5000,102.301
686.6000,102.268
686.7000,102.237
686.8000,102.203
686.9000,102.175
687.0000,102.141
687.1000,102.114
687.2000,102.082
687.3000,102.054
687.4000,102.019
687.5000,101.987
687.6000,101.954
687.7000,101.922
687.8000,101.885
687.9000,101.85
688.0000,101.818
688.1000,101.787
688.2000,101.755
688.3000,101.723
688.4000,101.691
688.5000,101.657
688.6000,101.623
688.7000,101.592
688.8000,101.554
688.9000,101.516
689.0000,101.484
689.1000,101.45
689.2000,101.416
689.3000,101.385
689.4000,101.354
689.5000,101.322
689.6000,101.289
689.7000,101.253
689.8000,101.224
689.9000,101.189
690.0000,101.158
690.1000,101.125
690.2000,101.091
690.3000,101.054
690.4000,101.019
690.5000,100.989
690.6000,100.955
690.7000,100.925
690.8000,100.89
690.9000,100.854
691.0000,100.827
691.1000,100.792
691.2000,100.761
691.3000,100.729
691.4000,100.699
691.5000,100.668
691.6000,100.64
691.7000,100.612
691.8000,100.579
691.9000,100.55
692.0000,100.52
692.1000,100.493
692.2000,100.463
692.3000,100.43
692.4000,100.399
692.5000,100.369
692.6000,100.334
692.7000,100.302
692.8000,100.266
692.9000,100.237
693.0000,100.203
693.1000,100.174
693.2000,100.141
693.3000,100.11
693.4000,100.078
693.5000,100.045
693.6000,100.014
693.7000,99.9807
693.8000,99.9508
693.9000,99.9156
694.0000,99.887
694.1000,99.8567
694.2000,99.8199
694.3000,99.7917
694.4000,99.7561
694.5000,99.7239
694.6000,99.6899
694.7000,99.657
694.8000,99.6181
694.9000,99.5814
695.0000,99.5495
695.1000,99.5122
695.2000,99.482
695.3000,99.4434
695.4000,99.4049
695.5000,99.373
695.6000,99.3403
695.7000,99.3072
695.8000,99.2822
695.9000,99.2494
696.0000,99.2207
696.1000,99.1906
696.2000,99.1585
696.3000,99.1255
696.4000,99.0933
696.5000,99.0608
696.6000,99.0313
696.7000,98.9967
696.8000,98.9666
696.9000,98.9313
697.0000,98.8981
697.1000,98.8635
697.2000,98.8299
697.3000,98.7983
697.4000,98.7676
697.5000,98.7338
697.6000,98.7027
697.7000,98.6722
697.8000,98.6405
697.9000,98.608
698.0000,98.5751
698.1000,98.5479
698.2000,98.5198
698.3000,98.4855
698.4000,98.4516
698.5000,98.4214
698.6000,98.3941
698.7000,98.3612
698.8000,98.329
698.9000,98.2964
699.0000,98.2576
699.1000,98.2249
699.2000,98.189
699.3000,98.1541
699.4000,98.1208
699.5000,98.0909
699.6000,98.0626
699.7000,98.0329
699.8000,97.9977
699.9000,97.9651
700.0000,97.9327
700.1000,97.8967
700.2000,97.8644
700.3000,97.8346
700.4000,97.8011
700.5000,97.7712
700.6000,97.741
700.7000,97.7063
700.8000,97.6728
700.9000,97.6402
701.0000,97.6058
701.1000,97.5746
701.2000,97.5502
701.3000,97.5157
701.4000,97.4774
701.5000,97.4468
701.6000,97.4152
701.7000,97.3871
701.8000,97.3516
701.9000,97.3178
702.0000,97.2865
702.1000,97.2546
702.2000,97.2222
702.3000,97.1866
702.4000,97.1564
702.5000,97.1187
702.6000,97.089
702.7000,97.0548
702.8000,97.0215
702.9000,96.9891
703.0000,96.9596
703.1000,96.929
703.2000,96.8943
703.3000,96.8667
703.4000,96.835
703.5000,96.8042
703.6000,96.7727
703.7000,96.7407
703.8000,96.7035
703.9000,96.6762
704.0000,96.6453
704.1000,96.6085
704.2000,96.5755
704.3000,96.544
704.4000,96.508
704.5000,96.4741
704.6000,96.442
704.7000,96.408
704.8000,96.373
704.9000,96.3448
705.0000,96.3096
705.1000,96.2814
705.2000,96.2476
705.3000,96.21
705.4000,96.1805
705.5000,96.1568
705.6000,96.126
705.7000,96.1019
705.8000,96.0683
705.9000,96.0328
706.0000,96.0017
706.1000,95.9658
706.2000,95.9319
706.3000,95.9012
706.4000,95.8685
706.5000,95.8354
706.6000,95.8018
706.7000,95.7711
706.8000,95.7417
706.9000,95.7081
707.0000,95.6792
707.1000,95.6436
707.2000,95.6091
707.3000,95.58
707.4000,95.552
707.5000,95.5199
707.6000,95.4861
707.7000,95.4594
707.8000,95.4265
707.9000,95.3989
708.0000,95.3694
708.1000,95.3334
708.2000,95.3029
708.3000,95.2704
708.4000,95.2416
708.5000,95.2109
708.6000,95.177
708.7000,95.1382
708.8000,95.1068
708.9000,95.0728
709.0000,95.0424
709.1000,95.0129
709.2000,94.9754
709.3000,94.9448
709.4000,94.9132
709.5000,94.8824
709.6000,94.8537
709.7000,94.8238
709.8000,94.7958
709.9000,94.7571
710.0000,94.7241
710.1000,94.691
710.2000,94.6583
710.3000,94.6257
710.4000,94.5969
710.5000,94.5639
710.6000,94.5292
710.7000,94.4998
710.8000,94.4736
710.9000,94.4406
711.0000,94.416
711.1000,94.38
711.2000,94.3491
711.3000,94.3161
711.4000,94.2906
711.5000,94.2556
711.6000,94.2231
711.7000,94.193
711.8000,94.1604
711.9000,94.1297
712.0000,94.0964
712.1000,94.0628
712.2000,94.0318
712.3000,93.9982
712.4000,93.9708
712.5000,93.9383
712.6000,93.9094
712.7000,93.8706
712.8000,93.8379
712.9000,93.8064
713.0000,93.7715
713.1000,93.7405
713.2000,93.7088
713.3000,93.6768
713.4000,93.6416
713.5000,93.6077
713.6000,93.573
713.7000,93.5383
713.8000,93.5043
713.9000,93.469
714.0000,93.4312
714.1000,93.3923
714.2000,93.352
714.3000,93.3214
714.4000,93.2892
714.5000,93.2558
714.6000,93.2218
714.7000,93.192
714.8000,93.1574
714.9000,93.1289
715.0000,93.1009
715.1000,93.0666
715.2000,93.03
715.3000,92.997
715.4000,92.9613
715.5000,92.929
715.6000,92.8983
715.7000,92.8625
715.8000,92.8291
715.9000,92.8017
716.0000,92.7687
716.1000,92.7364
716.2000,92.7038
716.3000,92.6747
716.4000,92.6425
716.5000,92.608
716.6000,92.5807
716.7000,92.5504
716.8000,92.5219
716.9000,92.49
717.0000,92.4595
717.1000,92.4313
717.2000,92.4017
717.3000,92.3727
717.4000,92.345
717.5000,92.3142
717.6000,92.2844
717.7000,92.2527
717.8000,92.214
717.9000,92.1806
718.0000,92.1462
718.1000,92.1111
718.2000,92.0771
718.3000,92.0497
718.4000,92.0239
718.5000,91.9931
718.6000,91.9617
718.7000,91.9348
718.8000,91.8999
718.9000,91.8749
719.0000,91.8432
719.1000,91.8186
719.2000,91.7871
719.3000,91.7518
719.4000,91.7228
719.5000,91.6856
719.6000,91.6517
719.7000,91.6169
719.8000,91.5794
719.9000,91.5499
720.0000,91.5157
720.1000,91.4851
720.2000,91.4598
720.3000,91.4248
720.4000,91.392
720.5000,91.3604
720.6000,91.3278
720.7000,91.2972
720.8000,91.2566
720.9000,91.2225
721.0000,91.1915
721.1000,91.1618
721.2000,91.1366
721.3000,91.102
721.4000,91.0676
721.5000,91.0365
721.6000,91.0028
721.7000,90.9739
721.8000,90.9455
721.9000,90.9095
722.0000,90.8785
722.1000,90.8445
722.2000,90.8118
722.3000,90.774
722.4000,90.7489
722.5000,90.7173
722.6000,90.6862
722.7000,90.6612
722.8000,90.6285
722.9000,90.6024
723.0000,90.5737
723.1000,90.5381
723.2000,90.5101
723.3000,90.4836
723.4000,90.4453
723.5000,90.4128
723.6000,90.3801
723.7000,90.35
723.8000,90.3185
723.9000,90.281
724.0000,90.2624
724.1000,90.2317
724.2000,90.2055
724.3000,90.1737
724.4000,90.1399
724.5000,90.1143
724.6000,90.0881
724.7000,90.0576
724.8000,90.0269
724.9000,89.9949
725.0000,89.9612
725.1000,89.9313
725.2000,89.9005
725.3000,89.8696
725.4000,89.8385
725.5000,89.8001
725.6000,89.7586
725.7000,89.726
725.8000,89.6921
725.9000,89.6593
726.0000,89.6285
726.1000,89.5952
726.2000,89.5635
726.3000,89.5319
726.4000,89.4972
726.5000,89.4645
726.6000,89.4291
726.7000,89.3962
726.8000,89.3651
726.9000,89.3307
727.0000,89.2992
727.1000,89.2703
727.2000,89.2276
727.3000,89.195
727.4000,89.1627
727.5000,89.1222
727.6000,89.0907
727.7000,89.0553
727.8000,89.0178
727.9000,88.9831
728.0000,88.9509
728.1000,88.915
728.2000,88.8832
728.3000,88.8493
728.4000,88.8136
728.5000,88.7761
728.6000,88.7418
728.7000,88.7152
728.8000,88.685
728.9000,88.6544
729.0000,88.6213
729.1000,88.5897
729.2000,88.5562
729.3000,88.5229
729.4000,88.4912
729.5000,88.457
729.6000,88.4239
729.7000,88.3877
729.8000,88.3572
729.9000,88.3204
730.0000,88.29
730.1000,88.256
730.2000,88.2204
730.3000,88.1827
730.4000,88.1538
730.5000,88.1169
730.6000,88.0816
730.7000,88.0491
730.8000,88.0164
730.9000,87.9782
731.0000,87.9445
731.1000,87.9101
731.2000,87.8714
731.3000,87.8426
731.4000,87.8066
731.5000,87.7744
731.6000,87.7369
731.7000,87.7075
731.8000,87.6776
731.9000,87.642
732.0000,87.6098
732.1000,87.5726
732.2000,87.5405
