TITLE,sample15
DATA TYPE,ULTRAVIOLET SPECTRUM
ORIGIN,JASCO
OWNER,
DATE,25/11/20
TIME,12:06:30
SPECTROMETER/DATA SYSTEM,
LOCALE,1033
RESOLUTION,
DELTAX,-0.1
XUNITS,NANOMETERS
YUNITS,TRANSMITTANCE
FIRSTX, 1400.0000
LASTX,  300.0000
NPOINTS,   11001
FIRSTY,     0.02024
MAXY,   500.00000
MINY,     0.00181
XYDATA
1400.0000,0.0202434
1399.9000,0.0182589
1399.8000,0.0196267
1399.7000,0.0169765
1399.6000,0.0215324
1399.5000,0.0173837
1399.4000,0.0253932
1399.3000,0.0242101
1399.2000,0.0215273
1399.1000,0.0170765
1399.0000,0.023453
1398.9000,0.018958
1398.8000,0.019601
1398.7000,0.0182297
1398.6000,0.0254047
1398.5000,0.0331611
1398.4000,0.030407
1398.3000,0.0217934
1398.2000,0.017052
1398.1000,0.0192853
1398.0000,0.0235301
1397.9000,0.0194468
1397.8000,0.0137217
1397.7000,0.0148868
1397.6000,0.00618924
1397.5000,0.00181409
1397.4000,0.0049339
1397.3000,0.00745454
1397.2000,0.0104163
1397.1000,0.00478837
1397.0000,0.00547842
1396.9000,0.00822894
1396.8000,0.0123803
1396.7000,0.0221142
1396.6000,0.0221152
1396.5000,0.0217928
1396.4000,0.0221752
1396.3000,0.0261307
1396.2000,0.0111321
1396.1000,0.009843
1396.0000,0.0134888
1395.9000,0.0208817
1395.8000,0.0184626
1395.7000,0.0205003
1395.6000,0.0146073
1395.5000,0.011369
1395.4000,0.00968123
1395.3000,0.00620074
1395.2000,0.0146071
1395.1000,0.0238147
1395.0000,0.0263483
1394.9000,0.0238387
1394.8000,0.0169093
1394.7000,0.0170295
1394.6000,0.0172321
1394.5000,0.0210073
1394.4000,0.0269077
1394.3000,0.0275406
1394.2000,0.0275969
1394.1000,0.0288097
1394.0000,0.0355882
1393.9000,0.0429018
1393.8000,0.0375433
1393.7000,0.031916
1393.6000,0.027076
1393.5000,0.0192946
1393.4000,0.0166541
1393.3000,0.0200961
1393.2000,0.0204126
1393.1000,0.0220563
1393.0000,0.0244045
1392.9000,0.0203768
1392.8000,0.016947
1392.7000,0.0199912
1392.6000,0.0225791
1392.5000,0.0171606
1392.4000,0.0246913
1392.3000,0.0261525
1392.2000,0.0239117
1392.1000,0.0248659
1392.0000,0.019409
1391.9000,0.0157309
1391.8000,0.0181296
1391.7000,0.0195493
1391.6000,0.0235722
1391.5000,0.0234539
1391.4000,0.0195443
1391.3000,0.0170024
1391.2000,0.0105455
1391.1000,0.0172353
1391.0000,0.0190015
1390.9000,0.0181123
1390.8000,0.0168536
1390.7000,0.015795
1390.6000,0.0197608
1390.5000,0.0203096
1390.4000,0.0231151
1390.3000,0.0268877
1390.2000,0.0276442
1390.1000,0.0314634
1390.0000,0.0267541
1389.9000,0.021434
