XYDATA,sample12.jws
327.2000,158.754
327.3000,158.472
327.4000,158.138
327.5000,157.84
327.6000,157.538
327.7000,157.289
327.8000,156.991
327.9000,156.704
328.0000,156.41
328.1000,156.152
328.2000,155.867
328.3000,155.617
328.4000,155.359
328.5000,155.123
328.6000,154.872
328.7000,154.633
328.8000,154.404
328.9000,154.155
329.0000,153.915
329.1000,153.657
329.2000,153.414
329.3000,153.194
329.4000,152.971
329.5000,152.734
329.6000,152.512
329.7000,152.282
329.8000,152.054
329.9000,151.799
330.0000,151.563
330.1000,150.92
330.2000,150.702
330.3000,150.467
330.4000,150.247
330.5000,150.023
330.6000,149.827
330.7000,149.616
330.8000,149.417
330.9000,149.201
331.0000,148.967
331.1000,148.789
331.2000,148.569
331.3000,148.377
331.4000,148.206
331.5000,147.961
331.6000,147.777
331.7000,147.586
331.8000,147.382
331.9000,147.234
332.0000,147.042
332.1000,146.851
332.2000,146.678
332.3000,146.499
332.4000,146.3
332.5000,146.14
332.6000,145.982
332.7000,145.817
332.8000,145.643
332.9000,145.461
333.0000,145.301
333.1000,145.132
333.2000,144.955
333.3000,144.772
333.4000,144.62
333.5000,144.437
333.6000,144.277
333.7000,144.119
333.8000,143.961
333.9000,143.798
334.0000,143.668
334.1000,143.537
334.2000,143.412
334.3000,143.276
334.4000,143.131
334.5000,142.98
334.6000,142.825
334.7000,142.732
334.8000,142.581
334.9000,142.459
335.0000,142.345
335.1000,142.224
335.2000,142.089
335.3000,141.961
335.4000,141.823
335.5000,141.691
335.6000,141.588
335.7000,141.45
335.8000,141.331
335.9000,141.185
336.0000,141.061
336.1000,140.938
336.2000,140.807
336.3000,140.697
336.4000,140.581
336.5000,140.467
336.6000,140.342
336.7000,140.249
336.8000,140.14
336.9000,140.056
337.0000,139.94
337.1000,139.841
337.2000,139.706
337.3000,139.565
337.4000,139.425
337.5000,139.311
337.6000,139.222
337.7000,139.11
337.8000,138.99
337.9000,138.871
338.0000,138.781
338.1000,138.683
338.2000,138.571
338.3000,138.455
338.4000,138.357
338.5000,138.244
338.6000,138.152
338.7000,138.064
338.8000,137.979
338.9000,137.899
339.0000,137.808
339.1000,137.717
339.2000,137.624
339.3000,137.531
339.4000,137.44
339.5000,137.36
339.6000,137.263
339.7000,137.178
339.8000,137.095
339.9000,137.004
340.0000,136.92
340.1000,136.824
340.2000,136.74
340.3000,136.638
340.4000,136.535
340.5000,136.465
340.6000,136.403
340.7000,136.303
340.8000,136.202
340.9000,136.113
341.0000,136.037
341.1000,135.958
341.2000,135.873
341.3000,135.792
341.4000,135.712
341.5000,135.616
341.6000,135.549
341.7000,135.465
341.8000,135.378
341.9000,135.319
342.0000,135.218
342.1000,135.144
342.2000,135.055
342.3000,134.986
342.4000,134.924
342.5000,134.859
342.6000,134.796
342.7000,134.706
342.8000,134.634
342.9000,134.558
343.0000,134.478
343.1000,134.415
343.2000,134.352
343.3000,134.266
343.4000,134.22
343.5000,134.181
343.6000,134.132
343.7000,134.083
343.8000,134.017
343.9000,133.966
344.0000,133.913
344.1000,133.858
344.2000,133.803
344.3000,133.75
344.4000,133.698
344.5000,133.625
344.6000,133.577
344.7000,133.526
344.8000,133.468
344.9000,133.415
345.0000,133.372
345.1000,133.298
345.2000,133.253
345.3000,133.205
345.4000,133.166
345.5000,133.124
345.6000,133.066
345.7000,133.025
345.8000,132.975
345.9000,132.93
346.0000,132.905
346.1000,132.842
346.2000,132.816
346.3000,132.747
346.4000,132.684
346.5000,132.64
346.6000,132.561
346.7000,132.51
346.8000,132.463
346.9000,132.423
347.0000,132.373
347.1000,132.341
347.2000,132.295
347.3000,132.245
347.4000,132.196
347.5000,132.146
347.6000,132.094
347.7000,132.049
347.8000,131.994
347.9000,131.96
348.0000,131.919
348.1000,131.89
348.2000,131.832
348.3000,131.807
348.4000,131.754
348.5000,131.699
348.6000,131.645
348.7000,131.607
348.8000,131.578
348.9000,131.542
349.0000,131.497
349.1000,131.452
349.2000,131.403
349.3000,131.387
349.4000,131.332
349.5000,131.315
349.6000,131.281
349.7000,131.265
349.8000,131.22
349.9000,131.176
350.0000,131.131
350.1000,131.066
350.2000,131.044
350.3000,130.993
350.4000,130.951
350.5000,130.93
350.6000,130.897
350.7000,130.853
350.8000,130.823
350.9000,130.797
351.0000,130.766
351.1000,130.734
351.2000,130.707
351.3000,130.663
351.4000,130.648
351.5000,130.6
351.6000,130.57
351.7000,130.544
351.8000,130.529
351.9000,130.496
352.0000,130.45
352.1000,130.407
352.2000,130.363
352.3000,130.322
352.4000,130.274
352.5000,130.237
352.6000,130.223
352.7000,130.19
352.8000,130.153
352.9000,130.127
353.0000,130.112
353.1000,130.079
353.2000,130.072
353.3000,130.063
353.4000,130.018
353.5000,129.977
353.6000,129.964
353.7000,129.919
353.8000,129.9
353.9000,129.874
354.0000,129.867
354.1000,129.847
354.2000,129.822
354.3000,129.786
354.4000,129.75
354.5000,129.72
354.6000,129.687
354.7000,129.663
354.8000,129.644
354.9000,129.627
355.0000,129.595
355.1000,129.558
355.2000,129.533
355.3000,129.502
355.4000,129.498
355.5000,129.484
355.6000,129.472
355.7000,129.431
355.8000,129.423
355.9000,129.406
356.0000,129.413
356.1000,129.386
356.2000,129.369
356.3000,129.353
356.4000,129.316
356.5000,129.291
356.6000,129.282
356.7000,129.283
356.8000,129.256
356.9000,129.26
357.0000,129.235
357.1000,129.21
357.2000,129.177
357.3000,129.154
357.4000,129.132
357.5000,129.122
357.6000,129.104
357.7000,129.104
357.8000,129.097
357.9000,129.093
358.0000,129.068
358.1000,129.049
358.2000,129.025
358.3000,129.01
358.4000,128.994
358.5000,128.98
358.6000,128.955
358.7000,128.944
358.8000,128.941
358.9000,128.946
359.0000,128.917
359.1000,128.895
359.2000,128.864
359.3000,128.83
359.4000,128.798
359.5000,128.776
359.6000,128.768
359.7000,128.754
359.8000,128.744
359.9000,128.714
360.0000,128.702
360.1000,128.68
360.2000,128.68
360.3000,128.673
360.4000,128.669
360.5000,128.651
360.6000,128.654
360.7000,128.645
360.8000,128.632
360.9000,128.607
361.0000,128.59
361.1000,128.57
361.2000,128.557
361.3000,128.537
361.4000,128.539
361.5000,128.522
361.6000,128.529
361.7000,128.527
361.8000,128.517
361.9000,128.503
362.0000,128.495
362.1000,128.495
362.2000,128.483
362.3000,128.475
362.4000,128.452
362.5000,128.463
362.6000,128.475
362.7000,128.462
362.8000,128.453
362.9000,128.458
363.0000,128.443
363.1000,128.446
363.2000,128.422
363.3000,128.413
363.4000,128.399
363.5000,128.397
363.6000,128.388
363.7000,128.397
363.8000,128.378
363.9000,128.378
364.0000,128.37
364.1000,128.359
364.2000,128.35
364.3000,128.335
364.4000,128.349
364.5000,128.334
364.6000,128.313
364.7000,128.313
364.8000,128.298
364.9000,128.285
365.0000,128.278
365.1000,128.262
365.2000,128.242
365.3000,128.225
365.4000,128.212
365.5000,128.193
365.6000,128.197
365.7000,128.183
365.8000,128.168
365.9000,128.165
366.0000,128.16
366.1000,128.146
366.2000,128.144
366.3000,128.145
366.4000,128.145
366.5000,128.144
366.6000,128.137
366.7000,128.128
366.8000,128.11
366.9000,128.09
367.0000,128.085
367.1000,128.078
367.2000,128.076
367.3000,128.075
367.4000,128.069
367.5000,128.08
367.6000,128.048
367.7000,128.066
367.8000,128.077
367.9000,128.064
368.0000,128.043
368.1000,128.03
368.2000,128.018
368.3000,128.02
368.4000,128.009
368.5000,128.006
368.6000,128.007
368.7000,128.007
368.8000,127.996
368.9000,127.994
369.0000,127.986
369.1000,127.978
369.2000,127.976
369.3000,127.97
369.4000,127.96
369.5000,127.96
369.6000,127.974
369.7000,127.971
369.8000,127.959
369.9000,127.952
370.0000,127.951
370.1000,128.058
370.2000,128.05
370.3000,128.022
370.4000,128.019
370.5000,128.003
370.6000,128.001
370.7000,127.999
370.8000,127.99
370.9000,127.981
371.0000,127.979
371.1000,127.978
371.2000,127.97
371.3000,127.977
371.4000,127.973
371.5000,127.983
371.6000,127.993
371.7000,128.006
371.8000,128.009
371.9000,128.017
372.0000,128.025
372.1000,128.019
372.2000,128.01
372.3000,128.013
372.4000,128.003
372.5000,128.02
372.6000,128.031
372.7000,128.031
372.8000,128.024
372.9000,128.026
373.0000,128.039
373.1000,128.058
373.2000,128.065
373.3000,128.047
373.4000,128.053
373.5000,128.066
373.6000,128.067
373.7000,128.071
373.8000,128.059
373.9000,128.064
374.0000,128.064
374.1000,128.068
374.2000,128.072
374.3000,128.097
374.4000,128.093
374.5000,128.081
374.6000,128.091
374.7000,128.11
374.8000,128.104
374.9000,128.11
375.0000,128.108
375.1000,128.102
375.2000,128.091
375.3000,128.098
375.4000,128.111
375.5000,128.126
375.6000,128.135
375.7000,128.135
375.8000,128.133
375.9000,128.136
376.0000,128.135
376.1000,128.139
376.2000,128.139
376.3000,128.131
376.4000,128.139
376.5000,128.156
376.6000,128.162
376.7000,128.16
376.8000,128.159
376.9000,128.175
377.0000,128.2
377.1000,128.202
377.2000,128.212
377.3000,128.22
377.4000,128.217
377.5000,128.211
377.6000,128.216
377.7000,128.232
377.8000,128.236
377.9000,128.219
378.0000,128.22
378.1000,128.216
378.2000,128.211
378.3000,128.216
378.4000,128.224
378.5000,128.231
378.6000,128.243
378.7000,128.226
378.8000,128.231
378.9000,128.226
379.0000,128.233
379.1000,128.242
379.2000,128.263
379.3000,128.267
379.4000,128.27
379.5000,128.267
379.6000,128.251
379.7000,128.249
379.8000,128.237
379.9000,128.236
380.0000,128.245
380.1000,128.233
380.2000,128.222
380.3000,128.221
380.4000,128.22
380.5000,128.22
380.6000,128.223
380.7000,128.221
380.8000,128.215
380.9000,128.212
381.0000,128.204
381.1000,128.202
381.2000,128.203
381.3000,128.195
381.4000,128.194
381.5000,128.194
381.6000,128.188
381.7000,128.185
381.8000,128.171
381.9000,128.17
382.0000,128.16
382.1000,128.151
382.2000,128.154
382.3000,128.14
382.4000,128.122
382.5000,128.122
382.6000,128.124
382.7000,128.127
382.8000,128.122
382.9000,128.113
383.0000,128.11
383.1000,128.11
383.2000,128.092
383.3000,128.081
383.4000,128.083
383.5000,128.078
383.6000,128.068
383.7000,128.064
383.8000,128.054
383.9000,128.036
384.0000,128.042
384.1000,128.046
384.2000,128.037
384.3000,128.034
384.4000,128.029
384.5000,128.017
384.6000,128.01
384.7000,128.009
384.8000,128.011
384.9000,128.01
385.0000,128
385.1000,128.002
385.2000,127.994
385.3000,127.989
385.4000,127.983
385.5000,127.987
385.6000,127.992
385.7000,127.983
385.8000,127.969
385.9000,127.966
386.0000,127.966
386.1000,127.976
386.2000,127.974
386.3000,127.971
386.4000,127.975
386.5000,127.989
386.6000,127.988
386.7000,127.983
386.8000,127.989
386.9000,127.984
387.0000,127.997
387.1000,127.995
387.2000,127.989
387.3000,127.968
387.4000,127.962
387.5000,127.964
387.6000,127.96
387.7000,127.971
387.8000,127.967
387.9000,127.957
388.0000,127.959
388.1000,127.947
388.2000,127.953
388.3000,127.948
388.4000,127.961
388.5000,127.964
388.6000,127.949
388.7000,127.939
388.8000,127.932
388.9000,127.93
389.0000,127.929
389.1000,127.919
389.2000,127.912
389.3000,127.904
389.4000,127.906
389.5000,127.896
389.6000,127.892
389.7000,127.88
389.8000,127.867
389.9000,127.865
390.0000,127.842
390.1000,127.831
390.2000,127.816
390.3000,127.81
390.4000,127.797
390.5000,127.805
390.6000,127.811
390.7000,127.811
390.8000,127.815
390.9000,127.813
391.0000,127.82
391.1000,127.823
391.2000,127.808
391.3000,127.807
391.4000,127.797
391.5000,127.799
391.6000,127.776
391.7000,127.775
391.8000,127.776
391.9000,127.783
392.0000,127.778
392.1000,127.769
392.2000,127.763
392.3000,127.764
392.4000,127.773
392.5000,127.772
392.6000,127.772
392.7000,127.782
392.8000,127.781
392.9000,127.782
393.0000,127.777
393.1000,127.785
393.2000,127.8
393.3000,127.815
393.4000,127.806
393.5000,127.818
393.6000,127.83
393.7000,127.821
393.8000,127.815
393.9000,127.807
394.0000,127.795
394.1000,127.78
394.2000,127.755
394.3000,127.728
394.4000,127.709
394.5000,127.698
394.6000,127.695
394.7000,127.687
394.8000,127.702
394.9000,127.701
395.0000,127.707
395.1000,127.694
395.2000,127.692
395.3000,127.692
395.4000,127.699
395.5000,127.7
395.6000,127.692
395.7000,127.683
395.8000,127.675
395.9000,127.664
396.0000,127.662
396.1000,127.661
396.2000,127.668
396.3000,127.65
396.4000,127.651
396.5000,127.641
396.6000,127.654
396.7000,127.651
396.8000,127.647
396.9000,127.655
397.0000,127.664
397.1000,127.663
397.2000,127.668
397.3000,127.666
397.4000,127.685
397.5000,127.704
397.6000,127.723
397.7000,127.74
397.8000,127.75
397.9000,127.751
398.0000,127.75
398.1000,127.745
398.2000,127.744
398.3000,127.74
398.4000,127.752
398.5000,127.756
398.6000,127.757
398.7000,127.75
398.8000,127.75
398.9000,127.751
399.0000,127.76
399.1000,127.757
399.2000,127.753
399.3000,127.756
399.4000,127.76
399.5000,127.763
399.6000,127.762
399.7000,127.754
399.8000,127.743
399.9000,127.74
400.0000,127.734
400.1000,127.724
400.2000,127.711
400.3000,127.712
400.4000,127.716
400.5000,127.732
400.6000,127.738
400.7000,127.736
400.8000,127.739
400.9000,127.729
401.0000,127.725
401.1000,127.719
401.2000,127.719
401.3000,127.733
401.4000,127.73
401.5000,127.731
401.6000,127.714
401.7000,127.712
401.8000,127.701
401.9000,127.708
402.0000,127.71
402.1000,127.715
402.2000,127.707
402.3000,127.714
402.4000,127.72
402.5000,127.718
402.6000,127.721
402.7000,127.728
402.8000,127.728
402.9000,127.736
403.0000,127.736
403.1000,127.73
403.2000,127.732
403.3000,127.742
403.4000,127.741
403.5000,127.741
403.6000,127.733
403.7000,127.721
403.8000,127.713
403.9000,127.718
404.0000,127.714
404.1000,127.719
404.2000,127.726
404.3000,127.741
404.4000,127.737
404.5000,127.73
404.6000,127.729
404.7000,127.735
404.8000,127.743
404.9000,127.744
405.0000,127.748
405.1000,127.746
405.2000,127.735
405.3000,127.735
405.4000,127.728
405.5000,127.727
405.6000,127.726
405.7000,127.723
405.8000,127.718
405.9000,127.719
406.0000,127.708
406.1000,127.701
406.2000,127.71
406.3000,127.715
406.4000,127.722
406.5000,127.713
406.6000,127.723
406.7000,127.729
406.8000,127.731
406.9000,127.736
407.0000,127.737
407.1000,127.74
407.2000,127.738
407.3000,127.732
407.4000,127.733
407.5000,127.727
407.6000,127.726
407.7000,127.719
407.8000,127.722
407.9000,127.722
408.0000,127.722
408.1000,127.722
408.2000,127.721
408.3000,127.722
408.4000,127.734
408.5000,127.731
408.6000,127.736
408.7000,127.742
408.8000,127.743
408.9000,127.747
409.0000,127.747
409.1000,127.745
409.2000,127.751
409.3000,127.76
409.4000,127.76
409.5000,127.765
409.6000,127.765
409.7000,127.774
409.8000,127.778
409.9000,127.787
410.0000,127.792
410.1000,127.841
410.2000,127.84
410.3000,127.837
410.4000,127.832
410.5000,127.826
410.6000,127.832
410.7000,127.838
410.8000,127.84
410.9000,127.841
411.0000,127.849
411.1000,127.852
411.2000,127.854
411.3000,127.857
411.4000,127.867
411.5000,127.868
411.6000,127.879
411.7000,127.881
411.8000,127.874
411.9000,127.874
412.0000,127.863
412.1000,127.865
412.2000,127.874
412.3000,127.878
412.4000,127.879
412.5000,127.883
412.6000,127.89
412.7000,127.9
412.8000,127.9
412.9000,127.9
413.0000,127.899
413.1000,127.898
413.2000,127.9
413.3000,127.915
413.4000,127.924
413.5000,127.92
413.6000,127.921
413.7000,127.92
413.8000,127.914
413.9000,127.913
414.0000,127.913
414.1000,127.9
414.2000,127.896
414.3000,127.897
414.4000,127.894
414.5000,127.894
414.6000,127.895
414.7000,127.899
414.8000,127.893
414.9000,127.888
415.0000,127.9
415.1000,127.896
415.2000,127.904
415.3000,127.902
415.4000,127.892
415.5000,127.886
415.6000,127.888
415.7000,127.886
415.8000,127.877
415.9000,127.867
416.0000,127.863
416.1000,127.867
416.2000,127.866
416.3000,127.87
416.4000,127.87
416.5000,127.855
416.6000,127.854
416.7000,127.857
416.8000,127.86
416.9000,127.867
417.0000,127.87
417.1000,127.871
417.2000,127.873
417.3000,127.88
417.4000,127.881
417.5000,127.882
417.6000,127.882
417.7000,127.883
417.8000,127.875
417.9000,127.879
418.0000,127.879
418.1000,127.888
418.2000,127.883
418.3000,127.882
418.4000,127.882
418.5000,127.887
418.6000,127.894
418.7000,127.898
418.8000,127.897
418.9000,127.898
419.0000,127.897
419.1000,127.901
419.2000,127.902
419.3000,127.898
419.4000,127.895
419.5000,127.889
419.6000,127.892
419.7000,127.897
419.8000,127.899
419.9000,127.906
420.0000,127.902
420.1000,127.897
420.2000,127.895
420.3000,127.899
420.4000,127.901
420.5000,127.899
420.6000,127.895
420.7000,127.906
420.8000,127.915
420.9000,127.917
421.0000,127.914
421.1000,127.907
421.2000,127.908
421.3000,127.908
421.4000,127.907
421.5000,127.92
421.6000,127.922
421.7000,127.916
421.8000,127.915
421.9000,127.913
422.0000,127.92
422.1000,127.924
422.2000,127.925
422.3000,127.927
422.4000,127.919
422.5000,127.919
422.6000,127.928
422.7000,127.924
422.8000,127.919
422.9000,127.918
423.0000,127.911
423.1000,127.904
423.2000,127.912
423.3000,127.916
423.4000,127.918
423.5000,127.915
423.6000,127.92
423.7000,127.923
423.8000,127.935
423.9000,127.93
424.0000,127.931
424.1000,127.928
424.2000,127.939
424.3000,127.946
424.4000,127.951
424.5000,127.947
424.6000,127.951
424.7000,127.947
424.8000,127.95
424.9000,127.95
425.0000,127.948
425.1000,127.95
425.2000,127.943
425.3000,127.937
425.4000,127.938
425.5000,127.937
425.6000,127.945
425.7000,127.945
425.8000,127.938
425.9000,127.945
426.0000,127.948
426.1000,127.937
426.2000,127.946
426.3000,127.941
426.4000,127.936
426.5000,127.932
426.6000,127.936
426.7000,127.932
426.8000,127.92
426.9000,127.928
427.0000,127.928
427.1000,127.918
427.2000,127.912
427.3000,127.91
427.4000,127.905
427.5000,127.91
427.6000,127.908
427.7000,127.908
427.8000,127.908
427.9000,127.904
428.0000,127.898
428.1000,127.897
428.2000,127.898
428.3000,127.896
428.4000,127.894
428.5000,127.893
428.6000,127.897
428.7000,127.897
428.8000,127.894
428.9000,127.895
429.0000,127.901
429.1000,127.9
429.2000,127.904
429.3000,127.918
429.4000,127.91
429.5000,127.922
429.6000,127.923
429.7000,127.925
429.8000,127.919
429.9000,127.923
430.0000,127.925
430.1000,127.922
430.2000,127.917
430.3000,127.922
430.4000,127.929
430.5000,127.933
430.6000,127.942
430.7000,127.934
430.8000,127.928
430.9000,127.927
431.0000,127.933
431.1000,127.936
431.2000,127.936
431.3000,127.941
431.4000,127.941
431.5000,127.942
431.6000,127.945
431.7000,127.955
431.8000,127.954
431.9000,127.957
432.0000,127.965
432.1000,127.967
432.2000,127.961
432.3000,127.96
432.4000,127.963
432.5000,127.957
432.6000,127.961
432.7000,127.964
432.8000,127.969
432.9000,127.97
433.0000,127.974
433.1000,127.973
433.2000,127.974
433.3000,127.975
433.4000,127.972
433.5000,127.973
433.6000,127.968
433.7000,127.967
433.8000,127.964
433.9000,127.965
434.0000,127.972
434.1000,127.975
434.2000,127.972
434.3000,127.967
434.4000,127.97
434.5000,127.966
434.6000,127.972
434.7000,127.973
434.8000,127.974
434.9000,127.976
435.0000,127.977
435.1000,127.976
435.2000,127.974
435.3000,127.974
435.4000,127.976
435.5000,127.982
435.6000,127.978
435.7000,127.978
435.8000,127.982
435.9000,127.974
436.0000,127.974
436.1000,127.976
436.2000,127.97
436.3000,127.97
436.4000,127.972
436.5000,127.976
436.6000,127.984
436.7000,127.982
436.8000,127.979
436.9000,127.979
437.0000,127.976
437.1000,127.977
437.2000,127.977
437.3000,127.973
437.4000,127.975
437.5000,127.977
437.6000,127.979
437.7000,127.984
437.8000,127.981
437.9000,127.977
438.0000,127.988
438.1000,127.981
438.2000,127.982
438.3000,127.982
438.4000,127.986
438.5000,127.983
438.6000,127.986
438.7000,127.981
438.8000,127.986
438.9000,127.989
439.0000,127.99
439.1000,127.998
439.2000,127.998
439.3000,127.996
439.4000,127.999
439.5000,127.998
439.6000,128
439.7000,127.994
439.8000,127.989
439.9000,127.996
440.0000,127.996
440.1000,127.998
440.2000,127.998
440.3000,127.992
440.4000,127.985
440.5000,127.997
440.6000,127.996
440.7000,128.002
440.8000,128
440.9000,128
441.0000,127.999
441.1000,128.003
441.2000,127.993
441.3000,127.996
441.4000,127.995
441.5000,127.997
441.6000,127.995
441.7000,128.001
441.8000,128.004
441.9000,128.002
442.0000,127.999
442.1000,128.001
442.2000,128
442.3000,127.999
442.4000,127.992
442.5000,127.995
442.6000,127.997
442.7000,127.999
442.8000,128.001
442.9000,128
443.0000,127.994
443.1000,127.992
443.2000,127.995
443.3000,127.992
443.4000,127.989
443.5000,127.988
443.6000,127.995
443.7000,127.987
443.8000,127.988
443.9000,127.984
444.0000,127.978
444.1000,127.977
444.2000,127.976
444.3000,127.981
444.4000,127.984
444.5000,127.984
444.6000,127.985
444.7000,127.985
444.8000,127.98
444.9000,127.983
445.0000,127.978
445.1000,127.981
445.2000,127.976
445.3000,127.976
445.4000,127.975
445.5000,127.968
445.6000,127.971
445.7000,127.966
445.8000,127.966
445.9000,127.966
446.0000,127.964
446.1000,127.961
446.2000,127.965
446.3000,127.962
446.4000,127.958
446.5000,127.956
446.6000,127.963
446.7000,127.969
446.8000,127.964
446.9000,127.966
447.0000,127.965
447.1000,127.968
447.2000,127.976
447.3000,127.974
447.4000,127.975
447.5000,127.974
447.6000,127.967
447.7000,127.961
447.8000,127.956
447.9000,127.953
448.0000,127.951
448.1000,127.945
448.2000,127.947
448.3000,127.942
448.4000,127.944
448.5000,127.943
448.6000,127.937
448.7000,127.942
448.8000,127.939
448.9000,127.938
449.0000,127.936
449.1000,127.937
449.2000,127.938
449.3000,127.944
449.4000,127.944
449.5000,127.939
449.6000,127.944
449.7000,127.943
449.8000,127.937
449.9000,127.935
450.0000,127.934
450.1000,127.899
450.2000,127.901
450.3000,127.902
450.4000,127.898
450.5000,127.899
450.6000,127.899
450.7000,127.896
450.8000,127.893
450.9000,127.895
451.0000,127.897
451.1000,127.897
451.2000,127.899
451.3000,127.91
451.4000,127.908
451.5000,127.908
451.6000,127.904
451.7000,127.906
451.8000,127.903
451.9000,127.892
452.0000,127.896
452.1000,127.892
452.2000,127.895
452.3000,127.894
452.4000,127.888
452.5000,127.886
452.6000,127.876
452.7000,127.876
452.8000,127.875
452.9000,127.876
453.0000,127.868
453.1000,127.87
453.2000,127.859
453.3000,127.854
453.4000,127.854
453.5000,127.854
453.6000,127.86
453.7000,127.857
453.8000,127.859
453.9000,127.864
454.0000,127.866
454.1000,127.861
454.2000,127.866
454.3000,127.862
454.4000,127.861
454.5000,127.851
454.6000,127.851
454.7000,127.848
454.8000,127.849
454.9000,127.845
455.0000,127.85
455.1000,127.852
455.2000,127.841
