TITLE,sample4
DATA TYPE,ULTRAVIOLET SPECTRUM
ORIGIN,JASCO
OWNER,
DATE,25/11/19
TIME,14:13:44
SPECTROMETER/DATA SYSTEM,
LOCALE,1033
RESOLUTION,
DELTAX,-0.1
XUNITS,NANOMETERS
YUNITS,TRANSMITTANCE
FIRSTX, 1400.0000
LASTX,  300.0000
NPOINTS,   11001
FIRSTY,    -0.02974
MAXY,   351.69193
MINY,    -0.03412
XYDATA
1400.0000,-0.0297373
1399.9000,-0.028126
1399.8000,-0.0266987
1399.7000,-0.0313829
1399.6000,-0.0323423
1399.5000,-0.0270318
1399.4000,-0.0197973
1399.3000,-0.0138044
1399.2000,-0.0137477
1399.1000,-0.0196525
1399.0000,-0.0147879
1398.9000,-0.0153236
1398.8000,-0.0165182
1398.7000,-0.0127406
1398.6000,-0.0178323
1398.5000,-0.0152121
1398.4000,-0.00844626
1398.3000,-0.00693968
1398.2000,-0.00284003
1398.1000,-0.011753
1398.0000,-0.0136805
1397.9000,-0.00809214
1397.8000,-0.00996629
1397.7000,-0.00838077
1397.6000,-0.0150916
1397.5000,-0.0194128
1397.4000,-0.0147766
1397.3000,-0.0118905
1397.2000,-0.00458201
1397.1000,-0.00923806
1397.0000,-0.0112316
1396.9000,-0.00705151
1396.8000,-0.00931437
1396.7000,-0.00149016
1396.6000,-0.00186376
1396.5000,-0.00711709
1396.4000,-0.00203782
1396.3000,-0.00528896
1396.2000,-0.00880006
1396.1000,-0.0161419
1396.0000,-0.0143868
1395.9000,-0.00268521
1395.8000,-0.00136701
1395.7000,0.000432006
1395.6000,-0.0026844
1395.5000,-0.00193153
1395.4000,0.00268552
1395.3000,0.00290345
1395.2000,-0.00755373
1395.1000,-0.00549171
1395.0000,-0.00455657
1394.9000,-0.00441935
1394.8000,-0.00667829
1394.7000,-0.0116339
1394.6000,-0.0106441
1394.5000,-0.0138311
1394.4000,-0.0120772
1394.3000,-0.00658311
1394.2000,-0.00605824
1394.1000,-0.00996141
1394.0000,-0.0165169
1393.9000,-0.017822
1393.8000,-0.0185357
1393.7000,-0.0171984
1393.6000,-0.0131077
1393.5000,-0.0214381
1393.4000,-0.0227307
1393.3000,-0.0209368
1393.2000,-0.0203109
1393.1000,-0.0152676
1393.0000,-0.0154468
1392.9000,-0.0160774
1392.8000,-0.0122197
1392.7000,-0.0210164
1392.6000,-0.0223108
1392.5000,-0.0276767
1392.4000,-0.0251513
1392.3000,-0.0282397
1392.2000,-0.0292659
1392.1000,-0.0253448
1392.0000,-0.0208946
1391.9000,-0.0228281
1391.8000,-0.024126
1391.7000,-0.0232373
1391.6000,-0.0291591
1391.5000,-0.0341165
1391.4000,-0.0328828
1391.3000,-0.0250242
1391.2000,-0.0240284
1391.1000,-0.0283159
1391.0000,-0.0326698
1390.9000,-0.0267681
1390.8000,-0.0285264
