TITLE,sample14
DATA TYPE,ULTRAVIOLET SPECTRUM
ORIGIN,JASCO
OWNER,
DATE,25/11/20
TIME,11:58:06
SPECTROMETER/DATA SYSTEM,
LOCALE,1033
RESOLUTION,
DELTAX,-0.1
XUNITS,NANOMETERS
YUNITS,TRANSMITTANCE
FIRSTX, 1400.0000
LASTX,  300.0000
NPOINTS,   11001
FIRSTY,     0.02419
MAXY,   500.00000
MINY,    -0.00475
XYDATA
1400.0000,0.0241931
1399.9000,0.0101
1399.8000,0.012594
1399.7000,0.0150617
1399.6000,0.0221299
1399.5000,0.0216064
1399.4000,0.0210538
1399.3000,0.0219896
1399.2000,0.0249328
1399.1000,0.0324892
1399.0000,0.0295009
1398.9000,0.0278101
1398.8000,0.0232624
1398.7000,0.0208184
1398.6000,0.0190908
1398.5000,0.0152125
1398.4000,0.00753537
1398.3000,0.00654104
1398.2000,0.0169833
1398.1000,0.0168593
1398.0000,0.00798681
1397.9000,0.0101064
1397.8000,0.0114057
1397.7000,0.00995846
1397.6000,8.29513E-05
1397.5000,-0.00475137
1397.4000,-0.00360228
1397.3000,0.00465823
1397.2000,0.00202277
1397.1000,-0.00167282
1397.0000,0.00219799
1396.9000,-0.000951879
1396.8000,-0.00196544
1396.7000,0.0101276
1396.6000,0.00537811
1396.5000,0.00907632
1396.4000,0.0100413
1396.3000,0.0113021
1396.2000,0.0131705
1396.1000,0.0104765
1396.0000,0.00313099
1395.9000,-0.00160028
1395.8000,-0.00269653
1395.7000,0.0030921
1395.6000,0.00142331
1395.5000,-0.00208363
1395.4000,-0.0046293
1395.3000,-8.80285E-05
1395.2000,-0.00205764
1395.1000,0.000517341
1395.0000,-0.00347455
1394.9000,0.00288099
1394.8000,0.00872381
1394.7000,0.00562295
1394.6000,0.00948768
1394.5000,0.00216411
1394.4000,0.0069582
1394.3000,0.010443
1394.2000,0.0141351
1394.1000,0.0085202
1394.0000,0.00985649
1393.9000,0.0177968
1393.8000,0.0148018
1393.7000,0.0135447
1393.6000,0.0134884
1393.5000,0.0149777
1393.4000,0.016195
1393.3000,0.0224549
1393.2000,0.0222487
1393.1000,0.0201895
1393.0000,0.0217093
1392.9000,0.0232503
1392.8000,0.0275025
1392.7000,0.0236545
1392.6000,0.0251076
1392.5000,0.0226875
1392.4000,0.0294774
1392.3000,0.0378871
1392.2000,0.037219
1392.1000,0.0380614
1392.0000,0.0381933
1391.9000,0.0371835
1391.8000,0.0349779
1391.7000,0.0322504
1391.6000,0.0303678
1391.5000,0.0340768
1391.4000,0.0340129
1391.3000,0.0346415
1391.2000,0.0385617
1391.1000,0.0310289
1391.0000,0.0292694
1390.9000,0.0287137
1390.8000,0.0331289
1390.7000,0.0276761
1390.6000,0.0258756
1390.5000,0.0243248
1390.4000,0.0240179
1390.3000,0.0227964
1390.2000,0.0157497
