TITLE,sample5
DATA TYPE,ULTRAVIOLET SPECTRUM
ORIGIN,JASCO
OWNER,
DATE,25/11/19
TIME,14:24:38
SPECTROMETER/DATA SYSTEM,
LOCALE,1033
RESOLUTION,
DELTAX,-0.1
XUNITS,NANOMETERS
YUNITS,TRANSMITTANCE
FIRSTX, 1400.0000
LASTX,  300.0000
NPOINTS,   11001
FIRSTY,    -0.02550
MAXY,   440.35736
MINY,    -0.04771
XYDATA
1400.0000,-0.0254976
1399.9000,-0.0207903
1399.8000,-0.0211335
1399.7000,-0.0224412
1399.6000,-0.0272459
1399.5000,-0.0250988
1399.4000,-0.0290263
1399.3000,-0.0252796
1399.2000,-0.0290067
1399.1000,-0.0312618
1399.0000,-0.0312955
1398.9000,-0.0342305
1398.8000,-0.037617
1398.7000,-0.0415629
1398.6000,-0.0447864
1398.5000,-0.0477121
1398.4000,-0.04003
1398.3000,-0.0399497
1398.2000,-0.0426697
1398.1000,-0.0463172
1398.0000,-0.0432816
1397.9000,-0.0422737
1397.8000,-0.0373538
1397.7000,-0.0362036
1397.6000,-0.0362455
1397.5000,-0.0407274
1397.4000,-0.0439706
1397.3000,-0.0386334
1397.2000,-0.042778
1397.1000,-0.0348482
1397.0000,-0.0384824
1396.9000,-0.0396859
1396.8000,-0.0283646
1396.7000,-0.0310566
1396.6000,-0.0299868
1396.5000,-0.0279653
1396.4000,-0.023503
1396.3000,-0.026717
1396.2000,-0.0248331
1396.1000,-0.0247822
1396.0000,-0.0193599
1395.9000,-0.015319
1395.8000,-0.0181848
1395.7000,-0.0142274
1395.6000,-0.0171145
1395.5000,-0.00742631
1395.4000,-0.00522022
1395.3000,-0.00256718
1395.2000,-0.000539098
1395.1000,-0.00815013
1395.0000,-0.00485927
1394.9000,-0.00319831
1394.8000,-0.00228872
1394.7000,-0.000914231
1394.6000,-0.00309657
1394.5000,-0.00859855
1394.4000,-0.00894206
1394.3000,-0.00368267
1394.2000,0.0047887
1394.1000,-0.00223131
1394.0000,0.00688938
1393.9000,-0.00195222
1393.8000,-0.00125209
1393.7000,-8.89749E-05
1393.6000,-0.0067449
1393.5000,-0.00700324
1393.4000,-0.0102748
1393.3000,-0.00828809
1393.2000,-0.00677997
1393.1000,-0.00359465
1393.0000,-0.00120832
1392.9000,-0.00972334
1392.8000,-0.0121259
1392.7000,-0.0231037
1392.6000,-0.0178214
1392.5000,-0.0171248
1392.4000,-0.013643
1392.3000,-0.0142556
1392.2000,-0.0146802
1392.1000,-0.0162189
1392.0000,-0.0162333
1391.9000,-0.0145504
1391.8000,-0.0104307
1391.7000,-0.00650933
1391.6000,-0.0124651
1391.5000,-0.0167044
1391.4000,-0.0172555
1391.3000,-0.00520195
1391.2000,-0.00457894
1391.1000,-0.00758262
1391.0000,-0.0142442
1390.9000,-0.017729
1390.8000,-0.0255115
