TITLE,sample8
DATA TYPE,ULTRAVIOLET SPECTRUM
ORIGIN,JASCO
OWNER,
DATE,25/11/19
TIME,14:47:48
SPECTROMETER/DATA SYSTEM,
LOCALE,1033
RESOLUTION,
DELTAX,-0.1
XUNITS,NANOMETERS
YUNITS,TRANSMITTANCE
FIRSTX, 1400.0000
LASTX,  300.0000
NPOINTS,   11001
FIRSTY,    -0.02360
MAXY,   500.00000
MINY,    -0.03172
XYDATA
1400.0000,-0.0235983
1399.9000,-0.026632
1399.8000,-0.0317185
1399.7000,-0.0302795
1399.6000,-0.0273454
1399.5000,-0.0238191
1399.4000,-0.0188786
1399.3000,-0.0170673
1399.2000,-0.00998626
1399.1000,-0.0092086
1399.0000,-0.00525083
1398.9000,-0.00329248
1398.8000,-0.00472949
1398.7000,-0.00396485
1398.6000,-0.00237288
1398.5000,-0.00331883
1398.4000,-0.000827169
1398.3000,-0.00358765
1398.2000,-0.00161027
1398.1000,-0.00551492
1398.0000,-0.00346564
1397.9000,0.00243487
1397.8000,0.00466645
1397.7000,0.00775049
1397.6000,0.0178632
1397.5000,0.00930729
1397.4000,0.0133038
1397.3000,0.0216619
1397.2000,0.017845
1397.1000,0.0156016
1397.0000,0.0158819
1396.9000,0.0196941
1396.8000,0.0214323
1396.7000,0.0169317
1396.6000,0.0207296
1396.5000,0.0185768
1396.4000,0.019095
1396.3000,0.015475
1396.2000,0.0193246
1396.1000,0.0156548
1396.0000,0.00959721
1395.9000,0.00561672
1395.8000,0.00327349
1395.7000,0.0023193
1395.6000,-0.000321634
1395.5000,0.00724041
1395.4000,0.0068273
1395.3000,0.00962124
1395.2000,0.00737835
1395.1000,0.0051638
1395.0000,0.0112624
1394.9000,0.0126528
1394.8000,0.00651881
1394.7000,0.000204525
1394.6000,-0.000553566
1394.5000,-0.000218543
1394.4000,-0.00818745
1394.3000,-0.000462314
1394.2000,-0.00364182
1394.1000,-0.00725356
1394.0000,-0.0123057
1393.9000,-0.00164307
1393.8000,-0.00371731
1393.7000,-0.00310309
1393.6000,-0.00241344
1393.5000,0.00154021
1393.4000,-0.0027681
1393.3000,0.00118923
1393.2000,0.00113235
1393.1000,-0.000786263
1393.0000,-2.98125E-05
1392.9000,0.00431703
1392.8000,0.0054584
1392.7000,0.00492046
1392.6000,0.00871198
1392.5000,0.00696642
1392.4000,0.0128115
1392.3000,0.00795081
1392.2000,0.00940757
1392.1000,0.0131613
1392.0000,0.0170355
1391.9000,0.0193722
1391.8000,0.011347
1391.7000,0.0120014
1391.6000,0.0169366
1391.5000,0.0126707
1391.4000,0.0121282
1391.3000,0.016899
1391.2000,0.0208427
1391.1000,0.0199094
1391.0000,0.024578
1390.9000,0.0312122
1390.8000,0.033572
1390.7000,0.0238098
1390.6000,0.0272048
1390.5000,0.026892
1390.4000,0.0271871
1390.3000,0.0250338
