TITLE,sample10
DATA TYPE,ULTRAVIOLET SPECTRUM
ORIGIN,JASCO
OWNER,
DATE,25/11/19
TIME,15:00:25
SPECTROMETER/DATA SYSTEM,
LOCALE,1033
RESOLUTION,
DELTAX,-0.1
XUNITS,NANOMETERS
YUNITS,TRANSMITTANCE
FIRSTX, 1400.0000
LASTX,  300.0000
NPOINTS,   11001
FIRSTY,    -0.01980
MAXY,   500.00000
MINY,    -0.02654
XYDATA
1400.0000,-0.0197964
1399.9000,-0.0157702
1399.8000,-0.0179871
1399.7000,-0.015573
1399.6000,-0.0152601
1399.5000,-0.0169515
1399.4000,-0.0187819
1399.3000,-0.0191834
1399.2000,-0.0265389
1399.1000,-0.0135711
1399.0000,-0.00893456
1398.9000,-0.00528475
1398.8000,-0.0114152
1398.7000,-0.00683819
1398.6000,-0.00777147
1398.5000,-0.0019379
1398.4000,-0.00845192
1398.3000,-0.0124737
1398.2000,-0.0106304
1398.1000,-0.00520117
1398.0000,-0.00439415
1397.9000,-0.0038708
1397.8000,-0.00286281
1397.7000,-0.00583023
1397.6000,-0.000824451
1397.5000,-0.00196499
1397.4000,0.00265496
1397.3000,0.00590191
1397.2000,0.000337017
1397.1000,0.00201431
1397.0000,0.00118815
1396.9000,1.73427E-05
1396.8000,-2.53807E-05
1396.7000,0.00680257
1396.6000,0.00966211
1396.5000,0.00785014
1396.4000,0.00532265
1396.3000,0.00873006
1396.2000,0.020896
1396.1000,0.0215326
1396.0000,0.0268625
1395.9000,0.0210173
1395.8000,0.016749
1395.7000,0.0128419
1395.6000,0.0173265
1395.5000,0.0208317
1395.4000,0.0172122
1395.3000,0.0186876
1395.2000,0.022682
1395.1000,0.0209283
1395.0000,0.0264941
1394.9000,0.0214918
1394.8000,0.0213004
1394.7000,0.0249009
1394.6000,0.0249255
1394.5000,0.0300316
1394.4000,0.0287426
1394.3000,0.0312775
1394.2000,0.0297873
1394.1000,0.0256035
1394.0000,0.0330768
1393.9000,0.0239286
1393.8000,0.0230604
1393.7000,0.0251973
1393.6000,0.0231482
1393.5000,0.0154876
1393.4000,0.0224266
1393.3000,0.0240864
1393.2000,0.0232991
1393.1000,0.0150461
1393.0000,0.0128057
1392.9000,0.0106979
1392.8000,0.0108381
1392.7000,0.00752222
1392.6000,0.00476846
1392.5000,0.0119391
1392.4000,0.0101841
1392.3000,0.00448635
1392.2000,0.00473453
1392.1000,0.000151547
1392.0000,-0.0020984
1391.9000,0.00130408
1391.8000,0.00407723
1391.7000,0.0129692
1391.6000,0.00932916
1391.5000,0.00959906
1391.4000,0.00988194
1391.3000,0.0096177
1391.2000,0.00805976
1391.1000,0.00871105
1391.0000,0.0134894
1390.9000,0.0129925
1390.8000,0.00854144
1390.7000,0.0129665
1390.6000,0.0128145
1390.5000,0.0142575
1390.4000,0.0191255
1390.3000,0.0283434
